PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,TOUCHES,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,AVG_SPEED,DIST_MILES,AVG_SPEED_OFF,AVG_SPEED_DEF,STL,BLK,DRIVE_PTS,CATCH_SHOOT_PTS,PULL_UP_PTS,PAINT_TOUCH_PTS,SEASON_LABEL
1627774,Jake Layman,POR,35,249.0,1.8,0.82,309,2,1,11,4.43,18.3,4.88,3.95,9,3,9,35,12,4,2016-17
1627751,Jakob Poeltl,TOR,53,621.0,1.25,0.28,715,38,12,172,4.47,46.2,4.66,4.28,17,20,8,2,0,132,2016-17
2037,Jamal Crawford,LAC,82,2157.0,3.87,3.64,3400,29,4,21,4.0,143.5,4.19,3.79,61,14,233,184,490,16,2016-17
1627750,Jamal Murray,DEN,81,1754.0,3.78,3.38,2987,40,2,76,4.6,134.0,5.06,4.15,50,24,191,239,226,52,2016-17
2749,Jameer Nelson,DEN,74,2021.0,4.71,4.65,4316,26,2,38,3.96,132.9,4.37,3.54,53,8,164,214,231,22,2016-17
203516,James Ennis III,MEM,64,1501.0,2.02,1.09,1581,30,17,103,4.34,108.3,4.44,4.22,46,19,71,136,35,76,2016-17
201935,James Harden,HOU,81,2947.0,5.78,4.96,7782,66,78,104,3.72,182.2,4.07,3.4,121,38,684,258,714,51,2016-17
201949,James Johnson,MIA,76,2085.0,2.74,2.09,4396,122,120,121,4.25,147.4,4.65,3.84,76,86,312,257,114,62,2016-17
2592,James Jones,CLE,48,381.0,1.62,0.37,541,11,7,10,4.17,26.4,4.54,3.8,6,10,2,78,33,7,2016-17
203949,James Michael McAdoo,GSW,52,457.0,1.58,0.48,741,72,30,125,4.5,34.3,4.72,4.29,18,29,2,12,6,95,2016-17
203923,James Young,BOS,29,220.0,1.62,0.66,230,3,1,10,4.36,16.0,4.52,4.2,10,2,11,35,5,13,2016-17
201162,Jared Dudley,PHX,64,1362.0,1.45,0.47,2978,65,55,65,4.13,93.1,4.65,3.62,42,16,39,269,38,44,2016-17
203096,Jared Sullinger,TOR,11,118.0,1.55,0.52,192,9,6,24,3.98,7.8,4.08,3.98,4,1,2,15,2,17,2016-17
204067,Jarell Eddie,PHX,5,62.0,1.51,0.7,60,0,0,2,4.45,4.6,4.81,4.11,1,0,0,12,0,4,2016-17
1626185,Jarell Martin,MEM,42,558.0,1.81,0.56,947,25,12,74,4.52,42.0,4.8,4.24,17,9,26,39,12,48,2016-17
203950,Jarnell Stokes,DEN,2,7.0,1.19,0.14,7,0,1,5,3.69,0.4,4.63,3.06,1,0,0,0,0,4,2016-17
101127,Jarrett Jack,NOP,2,33.0,3.5,2.95,61,1,0,0,3.99,2.2,4.55,3.83,2,0,2,0,2,0,2016-17
1627784,Jarrod Uthoff,DAL,9,115.0,1.95,0.63,169,6,8,19,4.24,8.1,4.55,3.94,2,4,2,15,4,10,2016-17
201160,Jason Smith,WAS,74,1068.0,1.29,0.18,1877,112,12,89,4.38,77.8,4.68,4.09,21,54,29,283,10,70,2016-17
1891,Jason Terry,MIL,74,1365.0,2.03,1.38,1614,32,3,26,4.31,97.8,4.56,4.07,46,20,44,202,39,10,2016-17
1627759,Jaylen Brown,BOS,78,1341.0,2.06,1.3,1709,30,50,126,4.47,99.9,4.74,4.2,35,18,95,145,39,105,2016-17
201145,Jeff Green,ORL,69,1534.0,2.34,1.1,2250,44,107,81,3.96,100.3,4.15,3.77,37,13,132,157,114,70,2016-17
201952,Jeff Teague,IND,81,2632.0,5.46,5.41,6206,37,14,50,3.9,170.8,4.2,3.6,100,32,492,152,278,29,2016-17
203481,Jeff Withey,UTA,51,432.0,1.31,0.23,652,54,9,133,4.34,31.3,4.63,4.01,16,32,2,6,0,112,2016-17
203924,Jerami Grant,OKC,80,1531.0,1.6,0.55,1883,54,17,76,4.31,109.5,4.64,4.0,33,79,110,145,8,64,2016-17
203087,Jeremy Lamb,CHA,62,1143.0,3.51,2.7,1651,36,5,59,4.42,83.8,4.69,4.15,27,23,204,123,142,57,2016-17
202391,Jeremy Lin,BKN,35,858.0,4.66,4.39,2152,28,23,33,4.41,63.0,4.97,3.88,41,13,172,101,151,17,2016-17
1626170,Jerian Grant,CHI,63,1028.0,3.97,3.71,1752,10,22,12,4.25,72.6,4.36,4.11,47,8,99,114,107,4,2016-17
201573,Jerryd Bayless,PHI,3,71.0,4.79,4.26,211,0,0,2,4.28,5.1,4.77,3.77,0,0,14,2,8,0,2016-17
202710,Jimmy Butler III,CHI,76,2809.0,4.48,3.53,5345,166,266,280,4.23,197.6,4.47,3.96,143,32,544,217,440,205,2016-17
201149,Joakim Noah,NYK,46,1015.0,1.48,0.43,2194,149,34,281,4.39,74.0,4.71,4.06,30,37,17,0,0,155,2016-17
201975,Jodie Meeks,ORL,36,738.0,1.87,1.33,873,18,0,13,4.38,53.7,4.74,4.02,34,4,49,162,46,17,2016-17
203925,Joe Harris,BKN,51,1116.0,1.87,1.17,1504,38,1,52,4.65,86.4,5.19,4.14,30,8,50,225,45,42,2016-17
204060,Joe Ingles,UTA,82,1972.0,2.8,1.77,2996,35,14,37,4.16,136.6,4.33,3.98,96,8,98,288,109,16,2016-17
2207,Joe Johnson,UTA,78,1843.0,2.79,1.86,2784,47,131,53,4.04,123.7,4.38,3.67,36,18,135,267,207,37,2016-17
1626202,Joe Young,IND,32,132.0,5.44,5.1,323,1,0,5,4.54,10.0,4.89,4.17,4,0,18,6,32,6,2016-17
201202,Joel Anthony,SAS,19,122.0,1.75,0.36,123,16,3,28,4.33,8.8,4.52,4.22,2,6,0,2,0,15,2016-17
1627762,Joel Bolomboy,UTA,12,53.0,1.76,0.57,84,7,2,21,4.34,3.8,4.59,3.82,1,2,0,3,0,16,2016-17
203954,Joel Embiid,PHI,31,786.0,2.07,0.78,1964,95,337,190,4.15,54.2,4.46,3.85,27,76,64,155,45,161,2016-17
203530,Joffrey Lauvergne,CHI,70,980.0,1.61,0.55,1610,116,64,216,4.19,68.3,4.52,3.88,25,6,39,121,2,138,2016-17
203089,John Henson,MIL,58,1123.0,1.53,0.36,1366,236,73,378,4.12,76.3,4.28,3.97,29,78,4,20,0,298,2016-17
203098,John Jenkins,PHX,4,13.0,2.18,1.18,17,0,0,0,4.17,0.9,4.63,3.87,0,0,0,2,3,0,2016-17
101249,John Lucas III,MIN,5,11.0,4.03,3.76,17,0,0,0,3.94,0.7,4.01,3.84,2,0,2,0,0,0,2016-17
202322,John Wall,WAS,78,2836.0,6.39,5.95,6962,45,17,78,3.79,178.6,4.07,3.52,157,49,676,155,530,44,2016-17
203948,Johnny O'Bryant III,CHA,11,81.0,1.71,0.6,96,12,9,19,4.17,5.6,4.52,3.82,0,1,6,17,2,11,2016-17
202720,Jon Leuer,DET,75,1944.0,1.58,0.57,3393,130,84,229,4.44,143.7,4.81,4.09,31,26,96,265,78,236,2016-17
201973,Jonas Jerebko,BOS,78,1232.0,1.47,0.44,2279,29,10,101,4.34,88.9,4.68,3.99,25,17,52,145,16,64,2016-17
202685,Jonas Valančiūnas,TOR,79,2043.0,1.75,0.38,3585,242,344,555,4.1,139.1,4.25,3.94,37,62,46,155,12,504,2016-17
1626780,Jonathan Gibson,DAL,17,231.0,4.4,4.21,583,3,0,1,4.4,16.9,4.89,3.89,8,0,16,38,29,0,2016-17
203613,Jonathon Simmons,SAS,77,1376.0,2.95,2.32,2090,31,6,64,4.31,98.5,4.64,3.97,44,25,174,86,85,45,2016-17
203903,Jordan Clarkson,LAL,82,2397.0,3.93,3.05,3808,48,17,102,4.35,173.6,4.68,4.03,88,8,422,239,328,79,2016-17
202348,Jordan Crawford,NOP,19,442.0,2.97,2.31,770,10,2,5,4.0,29.4,4.31,3.71,11,2,58,86,93,2,2016-17
200770,Jordan Farmar,SAC,2,35.0,4.58,4.38,100,0,0,0,4.41,2.6,4.84,3.66,2,0,0,9,3,0,2016-17
201941,Jordan Hill,MIN,7,47.0,2.17,0.67,55,5,6,10,4.12,3.2,4.49,3.78,1,0,0,2,2,6,2016-17
203895,Jordan McRae,CLE,37,384.0,3.38,2.74,531,4,1,13,4.0,25.5,4.2,3.78,8,6,48,51,37,11,2016-17
1626175,Jordan Mickey,BOS,25,141.0,1.64,0.74,253,13,6,30,4.3,10.1,4.6,4.1,3,6,4,4,0,22,2016-17
101181,Jose Calderon,ATL,41,539.0,4.07,3.7,1307,8,2,16,4.37,39.1,4.74,3.99,11,1,21,58,42,9,2016-17
203962,Josh Huestis,OKC,2,31.0,1.09,0.23,39,0,0,3,4.67,2.4,4.84,4.14,0,3,0,8,0,4,2016-17
201177,Josh McRoberts,MIA,22,381.0,2.1,0.93,890,52,25,45,4.15,26.3,4.49,3.76,10,4,16,57,4,26,2016-17
1626196,Josh Richardson,MIA,53,1614.0,3.73,3.23,2693,30,2,49,4.27,114.8,4.53,4.0,60,39,119,207,132,19,2016-17
201950,Jrue Holiday,NOP,67,2190.0,4.25,3.96,5493,39,23,88,4.33,157.7,4.95,3.78,100,44,404,93,383,65,2016-17
1627823,Juancho Hernangomez,DEN,61,839.0,1.58,0.58,1080,14,16,97,4.47,62.1,4.84,4.12,30,11,18,138,2,80,2016-17
203944,Julius Randle,LAL,74,2132.0,2.63,1.47,4102,222,241,330,4.09,145.0,4.49,3.68,49,37,201,86,73,288,2016-17
1626147,Justin Anderson,PHI,74,1225.0,2.16,0.92,2085,40,6,98,4.34,88.3,4.68,3.97,41,23,146,163,29,76,2016-17
203120,Justin Hamilton,BKN,63,1153.0,1.24,0.37,2037,78,47,195,4.59,87.9,5.07,4.13,29,42,16,193,4,176,2016-17
202712,Justin Harper,PHI,3,31.0,1.35,0.46,58,4,1,4,4.21,2.2,4.59,3.45,0,0,0,10,0,2,2016-17
203200,Justin Holiday,NYK,82,1639.0,1.88,1.05,2293,52,5,87,4.4,120.1,4.78,4.04,65,31,51,316,103,82,2016-17
1626159,Justise Winslow,MIA,18,625.0,3.12,2.41,1155,32,13,48,4.22,43.8,4.52,3.89,26,6,70,33,26,24,2016-17
203994,Jusuf Nurkić,POR,64,1383.0,1.78,0.58,2832,193,319,378,4.16,95.5,4.45,3.86,50,73,16,32,6,281,2016-17
203909,KJ McDaniels,BKN,49,505.0,2.37,1.5,552,10,2,42,4.16,35.1,4.37,3.97,19,18,62,57,13,36,2016-17
1626157,Karl-Anthony Towns,MIN,82,3030.0,1.93,0.57,5756,289,900,687,4.11,207.4,4.28,3.94,56,103,232,456,83,694,2016-17
202695,Kawhi Leonard,SAS,73,2442.0,3.71,3.06,4195,123,271,153,4.43,179.7,4.86,3.97,132,55,419,417,540,129,2016-17
1627770,Kay Felder,CLE,42,386.0,5.65,5.95,793,3,0,7,4.52,29.0,4.79,4.25,18,7,68,17,56,2,2016-17
203482,Kelly Olynyk,BOS,75,1538.0,1.66,0.58,3208,77,87,249,4.22,107.8,4.55,3.88,44,29,111,215,47,224,2016-17
1626162,Kelly Oubre Jr.,WAS,79,1605.0,1.88,0.91,1721,25,7,104,4.23,112.9,4.37,4.1,58,17,73,164,50,84,2016-17
202689,Kemba Walker,CHA,79,2739.0,5.75,5.72,6787,38,2,59,4.14,188.7,4.59,3.69,85,22,533,326,666,34,2016-17
202702,Kenneth Faried,DEN,60,1280.0,1.68,0.65,1876,120,63,378,4.28,91.0,4.55,4.01,42,39,38,10,8,353,2016-17
203145,Kent Bazemore,ATL,73,1963.0,2.5,1.79,3068,43,3,102,4.34,141.3,4.62,4.07,91,52,173,238,194,67,2016-17
203484,Kentavious Caldwell-Pope,DET,76,2528.0,2.27,1.48,3102,62,3,85,4.27,179.9,4.62,3.95,89,12,123,362,331,44,2016-17
201142,Kevin Durant,GSW,62,2070.0,2.67,1.63,3788,167,231,173,4.05,139.4,4.55,3.62,66,99,276,398,281,195,2016-17
201567,Kevin Love,CLE,60,1885.0,1.72,0.46,3602,116,338,274,4.1,128.7,4.27,3.93,53,21,86,484,67,201,2016-17
202338,Kevin Seraphin,IND,48,539.0,1.65,0.52,805,79,88,135,4.22,38.0,4.39,4.06,7,19,4,50,12,109,2016-17
1626172,Kevon Looney,GSW,53,447.0,1.55,0.47,715,46,26,133,4.35,32.4,4.53,4.14,15,17,6,6,0,100,2016-17
203114,Khris Middleton,MIL,29,889.0,3.17,2.35,1586,43,65,19,4.03,59.6,4.24,3.83,41,7,82,141,106,23,2016-17
202691,Klay Thompson,GSW,78,2649.0,2.07,1.44,3730,166,69,196,4.36,192.2,4.95,3.85,66,40,162,925,277,203,2016-17
201585,Kosta Koufos,SAC,71,1419.0,1.58,0.41,2062,220,110,431,4.29,101.2,4.42,4.16,36,48,19,26,8,344,2016-17
1627739,Kris Dunn,MIN,78,1333.0,4.73,4.09,2702,18,2,42,4.47,99.1,4.67,4.27,78,36,74,54,93,26,2016-17
2743,Kris Humphries,ATL,56,689.0,1.49,0.42,1434,106,17,140,4.28,49.0,4.57,4.0,15,21,24,99,8,74,2016-17
204001,Kristaps Porziņģis,NYK,66,2164.0,1.57,0.48,3990,264,266,325,4.11,148.0,4.43,3.79,47,129,117,447,187,283,2016-17
203937,Kyle Anderson,SAS,71,1011.0,2.5,1.48,1503,19,16,86,4.34,72.7,4.75,3.92,50,26,67,56,14,68,2016-17
2594,Kyle Korver,CLE,67,1753.0,1.5,0.58,1976,26,5,31,4.27,124.4,4.59,3.97,34,21,13,480,124,21,2016-17
200768,Kyle Lowry,TOR,59,2210.0,4.87,4.44,4987,35,15,73,4.01,147.1,4.33,3.69,85,18,393,239,436,43,2016-17
203124,Kyle O'Quinn,NYK,79,1229.0,1.72,0.3,2417,215,89,319,4.08,83.5,4.3,3.85,36,104,15,126,14,225,2016-17
202713,Kyle Singler,OKC,32,385.0,1.58,0.71,399,8,0,15,4.4,28.2,4.81,4.0,7,5,20,18,7,12,2016-17
1627787,Kyle Wiltjer,HOU,14,44.0,1.59,0.73,86,0,2,3,4.26,3.1,4.37,4.14,3,1,0,9,3,1,2016-17
202681,Kyrie Irving,CLE,72,2525.0,5.07,4.87,5691,88,66,111,4.03,169.5,4.34,3.72,83,24,534,304,643,74,2016-17
200746,LaMarcus Aldridge,SAS,71,2302.0,2.0,0.84,3843,245,718,377,4.05,154.9,4.16,3.93,46,88,46,372,160,339,2016-17
203934,Lamar Patterson,ATL,5,40.0,3.8,3.15,86,1,0,2,4.31,2.9,4.81,3.89,1,0,4,3,0,0,2016-17
202362,Lance Stephenson,IND,18,362.0,4.92,4.62,642,6,5,9,3.94,23.7,4.24,3.64,5,3,47,17,39,7,2016-17
202498,Lance Thomas,NYK,46,968.0,1.68,0.44,1371,41,16,53,4.44,71.4,4.71,4.15,21,5,67,135,31,28,2016-17
204038,Langston Galloway,SAC,74,1494.0,3.2,2.79,2189,37,4,35,4.25,105.6,4.54,3.98,46,6,34,364,116,18,2016-17
1626204,Larry Nance Jr.,LAL,63,1442.0,1.52,0.43,2310,216,65,303,4.42,105.8,4.76,4.07,82,39,8,112,8,207,2016-17
202336,Larry Sanders,CLE,5,13.0,1.81,0.6,20,2,2,6,4.24,0.9,4.7,3.77,1,1,0,0,0,4,2016-17
202730,Lavoy Allen,IND,60,868.0,1.45,0.27,1399,89,43,202,4.27,61.7,4.45,4.09,18,24,5,42,4,113,2016-17
2544,LeBron James,CLE,74,2795.0,4.36,3.28,6521,243,290,279,3.8,176.7,3.99,3.62,92,44,505,202,392,257,2016-17
2571,Leandro Barbosa,PHX,65,940.0,2.9,2.52,1400,19,3,24,4.38,67.7,4.85,3.93,31,8,128,96,101,16,2016-17
101150,Lou Williams,HOU,81,1993.0,3.77,3.12,3561,20,4,46,4.08,135.2,4.46,3.71,80,20,383,272,385,31,2016-17
201601,Luc Mbah a Moute,LAC,80,1787.0,1.66,0.8,1608,38,11,112,4.24,125.9,4.41,4.07,81,35,82,175,34,88,2016-17
203512,Lucas Nogueira,TOR,56,1067.0,1.04,0.24,1172,108,8,241,4.15,73.4,4.36,3.94,51,85,4,13,0,190,2016-17
2449,Luis Scola,BKN,35,443.0,1.44,0.51,845,34,46,80,4.43,32.6,4.92,3.96,14,4,6,47,11,62,2016-17
202337,Luke Babbitt,MIA,68,1065.0,1.45,0.54,1783,17,5,15,4.55,80.4,5.09,3.99,20,11,23,259,46,4,2016-17
2736,Luol Deng,LAL,56,1486.0,1.99,1.08,2106,42,50,111,4.34,107.2,4.67,4.0,48,20,58,139,68,89,2016-17
1627781,Malachi Richardson,SAC,22,198.0,2.57,1.78,258,4,0,2,4.19,13.8,4.59,3.77,5,1,27,15,35,2,2016-17
1627763,Malcolm Brogdon,MIL,75,1982.0,4.41,4.38,4293,58,37,118,4.27,140.3,4.69,3.86,84,12,272,213,115,71,2016-17
1627098,Malcolm Delaney,ATL,73,1248.0,4.88,4.56,2698,11,2,21,4.15,85.8,4.5,3.82,39,1,53,72,190,8,2016-17
1627736,Malik Beasley,DEN,21,162.0,2.12,1.42,210,3,0,8,4.42,11.9,4.85,4.03,7,0,13,24,9,14,2016-17
202412,Manny Harris,DAL,4,25.0,4.1,3.57,60,0,0,5,4.37,1.8,4.75,3.98,0,0,5,0,2,2,2016-17
1938,Manu Ginobili,SAS,68,1266.0,2.83,2.01,2178,24,5,52,4.13,87.0,4.45,3.82,82,16,114,207,98,21,2016-17
201188,Marc Gasol,MEM,74,2531.0,2.04,0.63,5544,632,794,331,3.65,153.5,3.82,3.46,67,99,150,566,154,215,2016-17
1626273,Marcelo Huertas,LAL,23,237.0,4.99,4.73,537,4,0,4,4.52,17.8,4.99,4.12,10,2,24,10,24,0,2016-17
101162,Marcin Gortat,WAS,82,2556.0,1.39,0.31,3857,395,256,719,4.15,176.2,4.44,3.87,40,61,8,56,30,619,2016-17
201158,Marco Belinelli,CHA,74,1778.0,2.31,1.6,2258,61,7,82,4.46,132.0,4.95,3.95,44,9,64,316,188,71,2016-17
1627875,Marcus Georges-Hunt,ORL,5,48.0,3.0,1.96,54,1,0,2,4.18,3.3,4.48,4.11,1,0,0,3,0,2,2016-17
202694,Marcus Morris Sr.,DET,79,2565.0,2.12,0.94,3808,105,155,120,4.22,179.9,4.57,3.87,52,25,170,387,377,90,2016-17
203935,Marcus Smart,BOS,79,2399.0,3.67,2.88,4521,61,163,204,4.0,159.7,4.25,3.76,125,34,161,256,118,142,2016-17
201977,Marcus Thornton,WAS,33,575.0,2.83,2.25,759,15,2,29,4.11,39.3,4.33,3.92,19,3,43,63,57,36,2016-17
1626209,Mario Hezonja,ORL,65,960.0,2.34,1.28,1278,21,7,38,4.31,68.8,4.53,4.09,30,15,60,137,56,20,2016-17
202693,Markieff Morris,WAS,76,2374.0,1.62,0.59,3224,231,344,323,3.8,150.0,3.95,3.66,82,42,125,266,143,281,2016-17
1627737,Marquese Chriss,PHX,80,1705.0,1.37,0.43,2832,118,130,271,4.4,124.6,4.83,4.0,65,70,43,245,11,248,2016-17
201578,Marreese Speights,LAC,82,1286.0,1.45,0.31,2316,75,99,195,3.88,82.9,4.04,3.73,23,41,40,325,40,183,2016-17
1627850,Marshall Plumlee,NYK,21,170.0,1.68,0.4,231,31,15,46,4.42,12.5,4.75,4.09,4,4,0,2,0,22,2016-17
101107,Marvin Williams,CHA,76,2295.0,1.19,0.28,4666,138,86,166,4.34,165.6,4.8,3.86,58,53,130,395,47,139,2016-17
203486,Mason Plumlee,DEN,81,2148.0,2.19,1.01,3713,394,127,562,4.26,151.7,4.58,3.94,69,92,59,36,36,454,2016-17
2440,Matt Barnes,GSW,74,1776.0,1.84,0.67,3511,114,30,163,4.34,128.2,4.73,3.93,48,26,41,254,39,108,2016-17
203521,Matthew Dellavedova,MIL,76,1986.0,4.44,4.32,4078,41,29,37,4.28,140.9,4.74,3.83,53,0,187,221,140,15,2016-17
203090,Maurice Harkless,POR,77,2223.0,1.83,0.81,2597,58,131,330,4.38,161.8,4.62,4.14,85,70,76,208,20,291,2016-17
1626254,Maurice Ndour,NYK,32,331.0,1.57,0.39,492,43,25,63,4.52,24.8,4.77,4.32,15,8,4,19,4,46,2016-17
1897,Metta World Peace,LAL,25,160.0,2.52,1.33,204,4,14,3,4.12,11.0,4.25,3.99,10,2,9,26,13,0,2016-17
203086,Meyers Leonard,POR,74,1222.0,1.65,0.4,1956,95,49,104,3.86,78.5,4.05,3.66,13,28,8,273,25,54,2016-17
201563,Michael Beasley,MIL,56,935.0,2.03,0.99,1564,85,64,122,4.32,66.8,4.56,4.08,27,27,132,110,86,103,2016-17
203487,Michael Carter-Williams,CHI,45,846.0,4.06,3.47,1833,14,9,40,4.41,62.0,4.7,4.1,38,23,121,48,37,32,2016-17
1627771,Michael Gbinije,DET,9,32.0,1.98,0.7,43,1,1,4,4.37,2.3,5.02,4.05,0,0,0,0,0,2,2016-17
203077,Michael Kidd-Gilchrist,CHA,81,2349.0,2.08,1.35,2586,77,48,256,4.53,177.0,4.67,4.38,81,77,142,45,152,174,2016-17
201144,Mike Conley,MEM,69,2292.0,5.37,5.14,5772,79,9,43,4.22,160.7,4.57,3.84,92,19,406,249,500,24,2016-17
2399,Mike Dunleavy,ATL,53,841.0,1.75,0.77,1023,17,4,50,4.42,61.7,4.85,3.98,15,7,20,147,32,41,2016-17
2034,Mike Miller,DEN,19,148.0,2.15,1.24,300,3,3,1,4.15,10.2,4.65,3.67,2,0,2,21,3,0,2016-17
203488,Mike Muscala,ATL,70,1237.0,1.25,0.32,2013,151,52,227,4.5,92.5,4.93,4.09,30,41,12,220,4,169,2016-17
203118,Mike Scott,ATL,18,195.0,1.53,0.64,293,22,17,26,4.35,14.1,4.71,4.01,4,3,0,17,5,16,2016-17
1627861,Mike Tobey,CHA,2,25.0,1.2,0.39,23,1,1,4,4.06,1.7,4.09,4.02,0,0,0,0,0,2,2016-17
203101,Miles Plumlee,CHA,45,485.0,1.66,0.45,464,65,30,136,4.29,34.5,4.49,4.11,18,13,4,2,0,87,2016-17
1627851,Mindaugas Kuzminskas,NYK,68,1016.0,2.02,0.92,1607,45,23,122,4.49,76.0,4.9,4.08,29,11,60,149,23,117,2016-17
203141,Mirza Teletovic,MIL,70,1133.0,1.42,0.49,1799,21,14,31,4.23,79.5,4.61,3.87,12,13,44,298,48,16,2016-17
101145,Monta Ellis,IND,73,1971.0,3.21,2.3,3041,42,4,35,4.13,135.5,4.36,3.91,76,27,211,130,139,22,2016-17
1626149,Montrezl Harrell,HOU,58,1064.0,1.56,0.48,1758,168,24,287,4.14,73.4,4.48,3.83,20,42,41,20,7,310,2016-17
1626167,Myles Turner,IND,80,2520.0,1.41,0.29,3828,335,178,538,4.16,174.6,4.5,3.85,74,171,44,395,46,504,2016-17
202357,Nemanja Bjelica,MIN,65,1190.0,1.7,0.64,2218,31,15,113,4.25,84.0,4.53,3.96,40,20,83,167,17,93,2016-17
2403,Nene,HOU,67,1198.0,1.55,0.39,1964,257,58,373,4.24,84.5,4.56,3.95,56,39,31,58,21,324,2016-17
203457,Nerlens Noel,DAL,51,1047.0,1.51,0.57,1530,161,30,305,4.14,72.0,4.35,3.91,65,50,27,38,6,286,2016-17
2555,Nick Collison,OKC,20,128.0,1.57,0.67,262,20,3,27,4.34,9.2,4.86,3.83,2,2,0,4,0,28,2016-17
201156,Nick Young,LAL,60,1556.0,2.18,1.3,1897,30,6,34,4.08,105.5,4.31,3.85,37,14,56,395,239,32,2016-17
201587,Nicolas Batum,CHA,77,2617.0,2.59,1.73,4833,83,158,97,4.37,190.2,4.68,4.04,86,29,185,381,344,78,2016-17
1627852,Nicolas Brussino,DAL,54,521.0,2.19,1.2,847,14,2,29,4.51,39.1,4.99,4.01,17,8,13,88,15,19,2016-17
1627879,Nicolas Laprovittola,SAS,18,174.0,4.16,4.01,406,5,0,6,4.53,13.1,4.89,4.15,4,1,12,29,3,3,2016-17
203917,Nik Stauskas,PHI,80,2188.0,2.55,2.09,3426,28,1,60,4.54,165.1,5.07,4.01,45,32,195,305,149,41,2016-17
203999,Nikola Jokić,DEN,72,2008.0,2.19,0.85,4879,339,334,528,4.15,138.9,4.57,3.74,60,54,85,287,34,516,2016-17
202703,Nikola Mirotic,CHI,70,1679.0,1.56,0.45,3475,47,75,163,4.23,118.2,4.6,3.86,53,55,63,363,82,136,2016-17
202696,Nikola Vučević,ORL,75,2163.0,1.69,0.52,4872,289,581,479,4.01,143.6,4.26,3.78,76,74,95,371,88,369,2016-17
203943,Noah Vonleh,POR,74,1265.0,1.62,0.6,1731,83,69,260,4.44,93.4,4.73,4.14,30,27,28,58,7,160,2016-17
1626181,Norman Powell,TOR,75,1341.0,2.94,2.35,1745,7,3,39,4.41,98.3,4.71,4.12,47,14,229,149,66,32,2016-17
202708,Norris Cole,OKC,13,125.0,5.35,5.1,255,0,0,1,4.32,8.7,4.77,3.92,8,0,13,11,12,2,2016-17
1627855,Okaro White,MIA,35,471.0,1.66,0.59,688,16,10,50,4.42,34.6,4.59,4.23,10,10,5,36,10,32,2016-17
201600,Omer Asik,NOP,31,482.0,1.27,0.23,699,30,6,118,4.15,33.3,4.47,3.84,5,10,0,0,0,78,2016-17
201956,Omri Casspi,MIN,36,642.0,1.57,0.57,1123,30,7,85,4.3,45.9,4.61,3.97,23,3,31,44,3,71,2016-17
203490,Otto Porter Jr.,WAS,80,2605.0,1.75,0.67,3270,85,18,200,4.42,191.5,4.72,4.13,116,42,83,541,133,186,2016-17
200782,P.J. Tucker,TOR,79,2180.0,1.67,0.7,3010,58,57,187,4.05,146.8,4.23,3.87,112,19,54,231,36,133,2016-17
1627783,Pascal Siakam,TOR,54,832.0,1.35,0.36,1141,46,15,157,4.55,62.7,4.79,4.3,26,43,25,37,10,109,2016-17
1626192,Pat Connaughton,POR,39,316.0,2.72,1.97,415,8,2,13,4.34,22.7,4.75,3.9,6,2,12,48,5,10,2016-17
1627868,Patricio Garino,ORL,5,43.0,1.93,1.41,41,0,0,1,4.46,3.2,4.85,4.3,0,0,0,0,0,0,2016-17
201976,Patrick Beverley,HOU,67,2058.0,3.73,3.4,3330,42,5,105,4.45,152.0,4.75,4.18,99,25,182,272,84,32,2016-17
1627775,Patrick McCaw,GSW,71,1074.0,2.19,1.43,1352,20,0,42,4.32,77.2,4.6,4.06,32,15,35,113,26,34,2016-17
202335,Patrick Patterson,TOR,65,1599.0,1.26,0.33,2461,26,8,80,4.06,107.8,4.36,3.76,40,23,67,293,17,52,2016-17
201988,Patty Mills,SAS,80,1754.0,3.97,4.31,4098,35,1,34,4.73,137.9,5.32,4.14,65,3,48,317,248,26,2016-17
2200,Pau Gasol,SAS,63,1599.0,1.63,0.41,3446,299,251,277,4.09,108.5,4.37,3.78,24,70,64,321,39,242,2016-17
202331,Paul George,IND,74,2658.0,3.15,2.28,4572,139,167,118,4.17,184.7,4.47,3.89,115,27,312,574,515,80,2016-17
200794,Paul Millsap,ATL,69,2343.0,2.14,1.07,4482,312,444,323,4.12,160.3,4.42,3.83,90,62,227,273,196,205,2016-17
1718,Paul Pierce,LAC,25,277.0,1.86,0.65,417,2,10,5,3.71,17.1,3.78,3.64,4,5,8,49,10,2,2016-17
1627835,Paul Zipser,CHI,44,843.0,2.01,1.02,1015,15,8,27,4.42,62.0,4.78,4.06,15,16,39,105,32,16,2016-17
203510,Pierre Jackson,DAL,9,84.0,5.43,5.4,211,0,0,0,4.59,6.3,4.88,4.29,2,0,18,6,11,0,2016-17
203112,Quincy Acy,BKN,38,558.0,1.36,0.38,888,18,17,52,4.21,39.0,4.58,3.84,14,15,26,116,13,42,2016-17
1626188,Quinn Cook,NOP,14,187.0,4.7,4.53,453,0,2,2,4.53,14.1,4.79,4.26,4,0,24,15,38,0,2016-17
1626154,RJ Hunter,CHI,3,9.0,2.66,1.78,9,0,0,0,4.59,0.7,4.91,4.24,0,0,0,0,0,0,2016-17
