PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GP,MIN,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,TOUCHES,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,AVG_SPEED,DIST_MILES,AVG_SPEED_OFF,AVG_SPEED_DEF,STL,BLK,DRIVE_PTS,CATCH_SHOOT_PTS,PULL_UP_PTS,PAINT_TOUCH_PTS,SEASON_LABEL
203109,Jae Crowder,PHX,60,1648.0,1.32,0.47,2757,28,10,49,4.17,121.3,4.64,3.71,48,27,27,421,58,32,2020-21
1630256,Jae'Sean Tate,HOU,70,2043.0,2.37,1.6,2774,83,80,271,4.17,148.5,4.49,3.85,85,36,174,179,8,229,2020-21
1626143,Jahlil Okafor,DET,27,347.0,2.04,0.74,538,30,53,75,4.13,25.5,4.25,4.0,6,5,7,6,8,66,2020-21
1630186,Jahmi'us Ramsey,SAC,13,94.0,2.33,1.8,110,0,1,2,4.4,7.2,4.77,4.16,4,1,8,12,3,4,2020-21
1627774,Jake Layman,MIN,45,627.0,1.79,1.07,723,8,2,48,4.46,49.7,4.98,3.94,29,19,46,60,15,50,2020-21
1627751,Jakob Poeltl,SAS,69,1845.0,1.49,0.43,2844,274,56,550,4.39,140.6,4.67,4.1,47,123,14,40,0,435,2020-21
1628973,Jalen Brunson,DAL,68,1697.0,4.55,4.13,3506,14,7,29,4.29,128.7,4.61,3.96,35,1,389,187,215,14,2020-21
1630223,Jalen Harris,TOR,13,172.0,3.34,2.97,234,2,0,3,4.49,13.9,5.07,3.92,8,0,30,45,14,0,2020-21
1629665,Jalen Lecque,IND,4,12.0,3.88,3.27,30,0,0,0,4.29,1.0,4.81,3.71,0,0,5,0,0,0,2020-21
1629667,Jalen McDaniels,CHA,47,904.0,1.91,1.11,1424,17,7,94,4.5,72.1,4.99,4.02,28,19,93,107,22,94,2020-21
1630188,Jalen Smith,PHX,27,156.0,1.62,0.51,199,7,12,26,4.46,12.4,4.81,4.03,1,4,2,14,0,29,2020-21
1627750,Jamal Murray,DEN,48,1704.0,4.51,3.78,3351,47,23,82,4.22,126.3,4.56,3.88,64,13,271,172,447,58,2020-21
203516,James Ennis III,ORL,41,986.0,2.28,1.34,1130,12,1,57,4.46,78.2,4.74,4.18,32,7,64,116,47,45,2020-21
201935,James Harden,BKN,44,1609.0,5.57,4.96,4064,11,20,38,3.63,103.6,4.06,3.2,53,33,455,50,355,29,2020-21
201949,James Johnson,NOP,51,1043.0,2.47,1.88,1392,50,6,62,4.16,77.0,4.52,3.81,42,42,138,86,27,60,2020-21
203263,James Nunnally,NOP,9,48.0,1.84,0.85,39,1,0,1,4.15,3.1,4.25,4.05,0,0,0,14,0,0,2020-21
1630164,James Wiseman,GSW,39,836.0,1.54,0.48,1345,75,124,208,4.42,64.2,4.79,4.1,11,36,18,82,18,224,2020-21
201162,Jared Dudley,LAL,12,81.0,1.52,0.42,118,1,0,5,3.99,5.4,4.25,3.71,1,1,0,3,3,0,2020-21
1629607,Jared Harper,NYK,8,16.0,5.5,5.39,28,0,0,0,4.58,1.2,5.32,4.01,0,0,2,0,0,0,2020-21
1628991,Jaren Jackson Jr.,MEM,11,258.0,1.62,0.79,414,20,18,36,4.19,19.4,4.6,3.82,12,18,28,51,0,47,2020-21
1629020,Jarred Vanderbilt,MIN,64,1139.0,1.62,0.68,1662,82,10,303,4.53,92.2,4.9,4.17,64,46,14,3,0,231,2020-21
1629714,Jarrell Brantley,UTA,28,138.0,2.58,1.85,252,8,0,13,4.27,10.6,4.59,3.94,7,2,10,33,5,10,2020-21
1628386,Jarrett Allen,CLE,63,1864.0,1.58,0.36,3061,304,90,647,3.98,131.6,4.25,3.7,32,90,16,50,0,639,2020-21
1629633,Jarrett Culver,MIN,34,499.0,2.52,1.75,678,10,3,51,4.35,38.6,4.65,4.06,17,9,65,36,7,35,2020-21
1629750,Javonte Green,CHI,41,474.0,1.69,0.7,600,13,1,47,4.35,37.1,4.5,4.19,28,6,31,27,6,35,2020-21
1629637,Jaxson Hayes,NOP,60,964.0,1.56,0.55,1242,98,14,279,4.17,71.9,4.43,3.92,25,38,21,27,9,278,2020-21
1630206,Jay Scrubb,LAC,4,84.0,2.57,1.62,93,3,0,9,4.13,4.5,4.29,4.17,4,0,2,8,2,8,2020-21
1629121,Jaylen Adams,MIL,7,18.0,5.51,5.2,40,0,0,0,4.26,1.4,4.19,4.36,0,0,2,0,2,0,2020-21
1627759,Jaylen Brown,BOS,58,1999.0,2.81,2.23,3303,62,80,129,4.13,147.3,4.45,3.81,72,32,375,377,358,124,2020-21
1629658,Jaylen Hoard,OKC,19,320.0,2.01,1.03,459,12,8,52,4.58,24.6,5.01,4.16,13,5,36,6,0,45,2020-21
1629669,Jaylen Nowell,MIN,42,759.0,3.36,2.97,1137,14,0,26,4.38,59.4,4.72,4.05,22,12,129,110,108,29,2020-21
1628369,Jayson Tatum,BOS,64,2290.0,3.71,2.61,4973,114,164,159,3.97,162.1,4.33,3.61,75,31,514,228,565,148,2020-21
201145,Jeff Green,BKN,68,1835.0,1.9,0.71,2445,108,29,103,3.81,124.6,4.05,3.59,36,27,117,320,41,90,2020-21
201952,Jeff Teague,MIL,55,950.0,4.73,4.55,1789,16,5,13,3.89,65.5,4.17,3.61,34,12,205,56,92,2,2020-21
203924,Jerami Grant,DET,54,1829.0,2.5,1.57,3329,58,64,86,4.09,131.2,4.48,3.67,35,58,410,327,192,83,2020-21
1629725,Jeremiah Martin,CLE,9,75.0,4.53,4.0,142,0,0,2,4.64,6.2,4.73,4.39,5,2,5,6,7,0,2020-21
203087,Jeremy Lamb,IND,36,765.0,2.62,1.71,1308,6,2,30,4.27,58.2,4.66,3.9,34,23,123,107,115,24,2020-21
1629010,Jerome Robinson,WAS,17,305.0,2.72,2.14,430,2,0,7,4.62,24.9,5.06,4.18,12,6,18,29,26,2,2020-21
1628975,Jevon Carter,PHX,60,717.0,2.63,2.04,974,4,0,8,4.4,55.5,4.55,4.26,29,9,37,148,63,0,2020-21
202710,Jimmy Butler III,MIA,52,1745.0,4.69,3.7,4025,69,149,199,4.18,129.3,4.44,3.91,108,18,431,76,163,181,2020-21
203925,Joe Harris,BKN,69,2142.0,1.54,0.81,2583,36,1,64,4.28,162.1,4.82,3.75,46,14,128,573,156,62,2020-21
204060,Joe Ingles,UTA,67,1867.0,3.77,2.86,3995,24,9,14,4.16,138.0,4.58,3.74,45,12,218,328,243,4,2020-21
203954,Joel Embiid,PHI,51,1585.0,2.5,1.06,3612,204,629,271,3.79,106.3,4.01,3.57,50,69,165,272,272,281,2020-21
1628381,John Collins,ATL,63,1848.0,1.56,0.47,3275,140,198,382,4.24,138.7,4.54,3.93,34,63,108,310,73,430,2020-21
1629723,John Konchar,MEM,43,575.0,1.85,0.99,819,14,2,63,4.53,46.6,4.77,4.29,30,9,18,59,14,52,2020-21
202322,John Wall,HOU,40,1288.0,5.77,5.18,3197,7,5,14,3.72,84.8,4.01,3.43,42,31,347,153,188,10,2020-21
202685,Jonas Valančiūnas,MEM,62,1755.0,1.74,0.51,3353,247,316,670,4.01,122.2,4.23,3.79,35,57,43,122,25,685,2020-21
1629007,Jontay Porter,MEM,11,54.0,2.03,1.0,84,5,7,7,4.02,3.8,4.21,3.62,3,1,0,13,2,8,2020-21
1628395,Jordan Bell,GSW,6,82.0,1.66,0.65,163,6,5,14,4.28,6.2,4.43,3.98,3,5,0,0,2,10,2020-21
1629648,Jordan Bone,ORL,14,196.0,5.13,4.44,296,1,0,2,4.22,14.7,4.54,3.89,2,0,8,17,29,2,2020-21
203903,Jordan Clarkson,UTA,68,1818.0,3.62,3.12,2860,27,10,49,4.43,142.3,4.89,3.96,61,10,446,305,413,37,2020-21
1629162,Jordan McLaughlin,MIN,51,938.0,4.48,4.03,2175,14,1,25,4.56,75.8,5.04,4.08,51,6,87,81,26,16,2020-21
1629670,Jordan Nwora,MIL,30,274.0,2.9,2.08,387,3,3,15,4.3,21.2,4.72,3.88,17,8,26,39,69,20,2020-21
1629673,Jordan Poole,GSW,51,988.0,3.06,2.48,1863,12,2,20,4.21,73.4,4.74,3.72,26,9,165,228,123,20,2020-21
1630182,Josh Green,DAL,39,445.0,2.0,1.27,426,11,1,45,4.61,36.5,4.86,4.35,16,3,20,12,12,24,2020-21
1630221,Josh Hall,OKC,21,336.0,2.49,1.68,398,4,0,10,4.34,23.8,4.73,3.96,4,1,35,17,9,7,2020-21
1628404,Josh Hart,NOP,47,1350.0,2.16,1.23,1897,16,1,43,4.31,103.9,4.63,3.99,38,12,78,183,30,25,2020-21
1628367,Josh Jackson,DET,62,1560.0,2.5,1.78,2278,29,17,87,4.27,116.8,4.55,3.97,53,47,251,199,129,67,2020-21
1629006,Josh Okogie,MIN,59,1197.0,1.98,1.22,1166,31,7,109,4.29,91.5,4.35,4.24,54,28,44,74,15,98,2020-21
1626196,Josh Richardson,DAL,59,1790.0,3.15,2.28,2657,28,5,62,4.28,133.6,4.52,4.03,61,24,206,233,187,46,2020-21
201950,Jrue Holiday,MIL,59,1907.0,4.35,3.85,3714,41,53,185,4.27,144.6,4.75,3.85,96,37,335,141,338,144,2020-21
1629308,Juan Toscano-Anderson,GSW,53,1108.0,1.88,1.09,2277,47,29,89,4.48,88.1,4.96,4.04,41,26,45,109,6,68,2020-21
1627823,Juancho Hernangomez,MIN,52,900.0,1.47,0.53,1342,29,8,103,4.46,71.4,4.83,4.09,19,7,58,165,0,93,2020-21
203944,Julius Randle,NYK,71,2667.0,3.36,2.27,5936,159,327,155,3.99,188.0,4.34,3.61,64,18,363,410,520,119,2020-21
203200,Justin Holiday,IND,72,2183.0,1.58,0.98,2432,20,0,78,4.35,169.4,4.78,3.95,74,41,58,427,130,53,2020-21
1628382,Justin Jackson,MIL,34,577.0,2.59,1.95,920,9,0,24,4.22,43.2,4.55,3.89,15,2,68,87,59,28,2020-21
1629713,Justin James,SAC,36,310.0,2.89,2.0,435,5,1,20,4.44,24.6,4.6,4.25,8,3,48,42,20,23,2020-21
1628383,Justin Patton,HOU,13,247.0,1.29,0.34,354,17,6,43,4.17,18.2,4.44,3.94,12,14,0,33,0,29,2020-21
1629620,Justin Robinson,OKC,9,88.0,2.9,2.66,173,0,0,1,4.45,7.0,4.91,3.99,3,0,5,9,3,2,2020-21
1626159,Justise Winslow,MEM,26,507.0,3.0,2.33,836,31,6,30,4.31,37.4,4.63,4.01,15,12,49,30,26,24,2020-21
203994,Jusuf Nurkić,POR,37,880.0,1.77,0.64,1902,170,114,204,4.08,63.3,4.34,3.81,38,39,25,46,6,169,2020-21
1629752,Juwan Morgan,UTA,29,147.0,1.47,0.5,186,3,0,28,4.17,10.9,4.45,3.86,4,1,0,9,3,17,2020-21
1630231,KJ Martin,HOU,45,1068.0,1.53,0.72,1417,34,11,159,4.11,78.0,4.33,3.9,30,41,59,99,8,177,2020-21
1629644,KZ Okpala,MIA,37,447.0,1.91,1.03,428,15,2,31,4.32,34.2,4.54,4.1,10,11,22,30,6,5,2020-21
1630211,Karim Mane,ORL,10,88.0,3.23,2.41,74,0,0,3,4.47,7.1,4.67,4.26,0,2,6,3,0,2,2020-21
1626157,Karl-Anthony Towns,MIN,50,1689.0,2.14,0.84,3466,179,413,278,3.86,116.0,4.11,3.61,39,57,225,371,67,275,2020-21
202695,Kawhi Leonard,LAC,52,1772.0,4.23,3.26,3097,119,322,110,4.12,129.4,4.41,3.8,81,21,416,227,426,104,2020-21
1628966,Keita Bates-Diop,SAS,30,245.0,2.19,1.14,278,1,0,15,4.31,18.4,4.56,4.05,11,5,24,12,5,22,2020-21
1629103,Kelan Martin,IND,35,323.0,2.17,1.4,433,5,0,23,4.27,24.9,4.79,3.83,10,10,20,51,39,20,2020-21
1629640,Keldon Johnson,SAS,69,1968.0,2.19,1.31,2818,30,5,125,4.29,147.7,4.57,4.0,40,24,374,152,76,117,2020-21
1629833,Keljin Blevins,POR,17,75.0,2.97,2.01,72,3,0,3,4.66,6.2,4.89,4.44,2,0,2,6,0,2,2020-21
203482,Kelly Olynyk,HOU,70,1997.0,1.8,0.71,3834,100,116,254,4.27,150.8,4.66,3.87,79,42,110,333,63,255,2020-21
1626162,Kelly Oubre Jr.,GSW,55,1688.0,2.12,1.41,2139,42,30,166,4.36,129.0,4.61,4.13,57,42,175,241,83,169,2020-21
202689,Kemba Walker,OKC,43,1369.0,4.64,4.41,3127,9,0,19,4.16,101.2,4.66,3.66,48,12,237,139,348,10,2020-21
1629134,Kendrick Nunn,MIA,56,1650.0,3.71,3.04,2524,30,6,60,4.16,121.3,4.58,3.74,52,14,194,301,162,62,2020-21
1629026,Kenrich Williams,OKC,66,1426.0,2.53,1.99,2093,29,23,121,4.39,111.3,4.67,4.1,55,17,125,141,89,89,2020-21
203145,Kent Bazemore,GSW,67,1334.0,2.38,1.6,2133,23,26,82,4.37,103.0,4.65,4.12,69,33,71,206,47,63,2020-21
203484,Kentavious Caldwell-Pope,LAL,67,1902.0,1.8,0.94,2546,21,1,44,4.15,140.3,4.24,4.05,62,26,60,324,84,21,2020-21
201142,Kevin Durant,BKN,35,1157.0,3.2,2.22,2352,53,161,27,3.91,80.0,4.37,3.48,25,45,250,220,311,33,2020-21
1628989,Kevin Huerter,ATL,69,2126.0,2.81,2.05,3039,35,2,72,4.2,158.5,4.47,3.92,82,18,207,328,230,58,2020-21
1628995,Kevin Knox II,NYK,42,464.0,1.66,0.77,572,12,4,14,4.25,34.8,4.49,4.01,12,6,22,104,9,9,2020-21
201567,Kevin Love,CLE,25,622.0,1.79,0.44,1289,40,83,57,3.78,41.5,4.01,3.51,16,2,11,148,49,45,2020-21
1629645,Kevin Porter Jr.,HOU,26,836.0,4.74,4.18,1935,14,3,24,4.14,61.4,4.45,3.84,19,8,155,65,135,22,2020-21
1626172,Kevon Looney,GSW,61,1161.0,1.53,0.55,1815,61,71,210,4.07,83.1,4.34,3.82,21,22,22,22,10,133,2020-21
203920,Khem Birch,TOR,67,1529.0,1.49,0.63,2117,201,50,364,4.3,117.2,4.53,4.08,48,50,28,83,14,238,2020-21
203114,Khris Middleton,MIL,68,2269.0,3.7,2.86,4303,57,126,115,4.23,170.0,4.72,3.77,74,9,279,272,553,104,2020-21
1629017,Khyri Thomas,HOU,5,153.0,3.25,2.71,219,9,0,11,4.29,11.6,4.66,3.95,9,6,18,20,17,8,2020-21
1630165,Killian Hayes,DET,26,670.0,5.04,4.59,1651,14,0,9,4.32,51.3,4.7,3.9,27,10,84,49,61,2,2020-21
1629681,Killian Tillie,MEM,18,182.0,1.69,0.7,206,6,2,9,4.37,14.2,4.66,4.02,5,8,15,27,9,3,2020-21
1630184,Kira Lewis Jr.,NOP,54,904.0,3.98,3.54,1789,9,1,26,4.47,71.5,4.95,3.99,38,10,120,93,45,19,2020-21
1628961,Kostas Antetokounmpo,LAL,15,56.0,2.0,1.11,63,1,2,8,4.1,4.0,4.49,3.92,2,4,2,0,0,5,2020-21
1627739,Kris Dunn,ATL,4,45.0,4.79,4.28,79,0,1,0,4.27,3.5,4.33,4.21,2,2,2,0,0,0,2020-21
204001,Kristaps Porziņģis,DAL,43,1327.0,1.5,0.53,2554,124,222,275,3.91,89.4,4.18,3.62,20,58,75,336,95,261,2020-21
203937,Kyle Anderson,MEM,69,1887.0,2.76,1.65,3043,64,11,89,4.18,138.5,4.5,3.89,84,57,248,241,188,81,2020-21
1629657,Kyle Guy,SAC,31,235.0,3.05,2.62,422,4,0,3,4.6,19.4,5.0,4.21,6,0,28,27,24,0,2020-21
1628398,Kyle Kuzma,LAL,68,1954.0,2.38,1.47,2833,47,16,147,4.28,149.2,4.47,4.07,35,41,133,380,107,108,2020-21
200768,Kyle Lowry,TOR,46,1602.0,3.8,3.08,3791,20,4,41,3.9,111.7,4.36,3.46,45,14,181,199,274,19,2020-21
202681,Kyrie Irving,BKN,54,1886.0,4.56,3.83,4204,45,23,101,3.98,133.0,4.38,3.6,76,37,526,259,541,73,2020-21
200746,LaMarcus Aldridge,BKN,26,674.0,1.81,0.58,1157,49,115,76,3.93,46.8,4.13,3.72,11,29,6,181,46,74,2020-21
1630163,LaMelo Ball,CHA,51,1469.0,4.04,3.64,3797,26,2,80,4.54,118.6,5.04,4.06,81,18,320,181,196,39,2020-21
1630205,Lamar Stevens,CLE,40,499.0,2.02,1.07,669,23,7,42,4.3,38.5,4.52,4.07,17,13,34,20,26,39,2020-21
1629013,Landry Shamet,BKN,61,1403.0,2.55,2.01,1927,11,0,23,4.45,110.5,5.03,3.9,31,10,90,332,89,14,2020-21
204038,Langston Galloway,PHX,40,438.0,1.81,1.3,460,3,0,11,4.44,34.5,4.73,4.15,8,0,39,109,35,4,2020-21
1626204,Larry Nance Jr.,CLE,35,1091.0,2.13,0.87,1740,155,72,196,4.06,78.8,4.25,3.86,61,17,20,131,14,104,2020-21
1628374,Lauri Markkanen,CHI,51,1317.0,1.56,0.63,1813,47,42,116,4.3,100.2,4.77,3.82,26,15,100,358,21,112,2020-21
2544,LeBron James,LAL,45,1504.0,4.43,3.4,3912,86,176,97,3.58,95.8,3.88,3.29,48,25,297,149,309,104,2020-21
1629022,Lonnie Walker IV,SAS,60,1522.0,2.89,2.15,1811,20,0,29,4.15,110.8,4.37,3.93,29,15,160,245,151,19,2020-21
1628366,Lonzo Ball,NOP,55,1747.0,3.38,2.62,4221,30,12,44,4.3,132.7,4.75,3.85,82,31,93,401,201,34,2020-21
101150,Lou Williams,ATL,66,1423.0,4.8,3.97,2713,15,1,21,3.89,98.7,4.26,3.51,47,6,266,114,303,14,2020-21
1629663,Louis King,SAC,6,85.0,3.31,2.45,149,4,1,6,4.43,6.7,4.77,4.21,7,3,15,6,10,6,2020-21
1629652,Luguentz Dort,OKC,52,1543.0,3.17,2.62,2061,6,6,50,4.12,112.3,4.4,3.84,45,19,240,295,76,23,2020-21
1629029,Luka Dončić,DAL,66,2262.0,6.02,5.53,5869,23,84,67,3.87,152.8,4.35,3.38,64,36,804,98,800,62,2020-21
1629677,Luka Samanic,SAS,33,308.0,1.86,0.88,439,8,7,28,4.51,24.7,4.94,4.08,8,8,29,36,4,31,2020-21
1628379,Luke Kennard,LAC,63,1232.0,2.88,2.09,1635,27,0,32,4.22,91.1,4.52,3.88,23,9,82,250,158,30,2020-21
1628436,Luke Kornet,BOS,31,347.0,1.3,0.34,564,26,8,53,4.2,25.8,4.7,3.74,4,32,0,49,0,49,2020-21
1630201,Malachi Flynn,TOR,47,928.0,4.26,3.72,1895,8,1,9,4.3,71.2,4.61,3.99,38,7,114,84,132,0,2020-21
1627763,Malcolm Brogdon,IND,56,1930.0,4.62,4.41,4823,28,4,81,4.21,144.8,4.77,3.65,49,15,421,228,395,61,2020-21
1627736,Malik Beasley,MIN,37,1214.0,2.33,1.69,1807,26,1,46,4.33,93.9,4.84,3.81,30,7,127,296,158,52,2020-21
1630238,Malik Fitts,LAC,3,11.0,1.27,0.61,18,0,0,1,4.01,0.8,3.52,4.67,0,0,0,3,0,0,2020-21
1628370,Malik Monk,CHA,42,878.0,2.97,2.44,1412,10,2,17,4.25,66.5,4.8,3.72,19,4,139,159,128,14,2020-21
1629603,Mamadi Diakite,MIL,14,141.0,1.89,0.69,183,14,5,26,4.26,10.9,4.62,3.88,6,5,6,9,0,24,2020-21
201188,Marc Gasol,LAL,52,993.0,1.52,0.33,1785,131,70,98,3.71,65.1,3.82,3.59,26,58,4,166,8,64,2020-21
202694,Marcus Morris Sr.,LAC,57,1502.0,2.11,1.05,1992,72,126,55,3.88,104.1,4.06,3.69,34,15,74,422,186,35,2020-21
203935,Marcus Smart,BOS,48,1581.0,3.56,2.98,3099,37,42,70,3.95,111.2,4.3,3.62,72,23,176,203,140,37,2020-21
1628365,Markelle Fultz,ORL,8,215.0,6.01,5.84,487,4,0,7,4.53,17.2,5.1,4.0,8,2,60,6,20,6,2020-21
202693,Markieff Morris,LAL,61,1200.0,1.56,0.57,1636,47,91,90,3.82,81.6,3.93,3.71,22,19,48,210,49,54,2020-21
1630210,Markus Howard,DEN,37,205.0,4.55,4.72,382,1,0,2,4.4,16.3,4.81,3.97,4,1,23,32,46,0,2020-21
1629716,Marques Bolden,CLE,6,29.0,1.85,0.58,40,6,7,6,4.28,2.2,4.34,3.85,2,2,0,0,0,3,2020-21
1627737,Marquese Chriss,GSW,2,27.0,1.55,0.45,59,1,2,4,4.39,2.1,4.65,3.72,0,2,2,3,0,5,2020-21
1628963,Marvin Bagley III,SAC,43,1112.0,1.82,0.78,1638,65,110,250,4.46,85.2,4.76,4.17,21,21,69,112,20,275,2020-21
1630222,Mason Jones,PHI,32,334.0,3.8,3.18,830,5,0,11,4.48,25.8,4.95,4.04,7,1,45,38,50,7,2020-21
203486,Mason Plumlee,DET,56,1499.0,2.25,1.02,3052,197,185,426,4.23,111.2,4.48,3.95,43,50,53,10,12,353,2020-21
1629680,Matisse Thybulle,PHI,65,1298.0,1.38,0.74,1296,13,0,53,4.29,99.6,4.36,4.21,105,71,34,123,10,44,2020-21
1629744,Matt Thomas,UTA,45,327.0,2.07,1.44,472,7,0,11,4.74,27.2,5.31,4.18,4,0,9,48,62,4,2020-21
203521,Matthew Dellavedova,CLE,13,224.0,4.52,4.45,540,4,0,8,4.18,16.5,4.66,3.71,4,1,16,9,7,4,2020-21
203090,Maurice Harkless,SAC,37,772.0,1.9,0.93,800,12,7,38,4.25,58.2,4.42,4.05,30,20,48,65,16,34,2020-21
1629622,Max Strus,MIA,39,507.0,1.5,0.61,517,4,0,17,4.42,39.2,4.88,3.98,11,2,18,135,6,26,2020-21
1628467,Maxi Kleber,DAL,50,1341.0,1.21,0.33,1546,18,8,65,3.96,92.3,4.17,3.74,24,35,10,257,15,37,2020-21
203086,Meyers Leonard,MIA,3,29.0,1.54,0.41,53,3,0,1,4.04,2.1,4.48,3.58,0,0,0,9,0,0,2020-21
1629662,Mfiondu Kabengele,CLE,39,280.0,1.55,0.46,468,15,20,39,4.18,21.0,4.36,3.99,8,13,4,41,0,35,2020-21
203487,Michael Carter-Williams,ORL,31,800.0,5.32,5.06,1659,11,4,57,4.29,60.4,4.7,3.88,25,17,130,39,30,43,2020-21
1629008,Michael Porter Jr.,DEN,61,1912.0,2.17,1.09,2526,103,34,237,4.14,139.3,4.32,3.96,40,54,94,452,193,255,2020-21
1628969,Mikal Bridges,PHX,72,2348.0,1.67,0.89,2581,80,7,154,4.37,180.3,4.6,4.15,76,63,130,372,104,167,2020-21
201144,Mike Conley,UTA,51,1498.0,4.57,4.2,3490,19,2,26,4.25,112.9,4.69,3.81,70,9,285,158,353,12,2020-21
1628455,Mike James,BKN,13,236.0,5.19,5.06,545,1,0,3,4.28,17.8,4.71,3.85,6,1,45,15,36,0,2020-21
203488,Mike Muscala,OKC,35,645.0,1.26,0.33,1169,35,21,61,4.34,49.8,4.84,3.84,8,11,7,215,25,65,2020-21
203118,Mike Scott,PHI,51,852.0,1.36,0.48,1209,16,9,21,4.18,63.3,4.47,3.87,24,14,9,161,16,13,2020-21
1628970,Miles Bridges,CHA,66,1932.0,1.88,1.07,2747,90,74,208,4.3,147.9,4.67,3.95,44,52,184,247,115,197,2020-21
1629011,Mitchell Robinson,NYK,31,853.0,1.41,0.35,1049,35,5,228,4.19,61.6,4.41,3.96,35,45,0,0,0,225,2020-21
1629671,Miye Oni,UTA,54,519.0,1.44,0.83,502,7,0,19,4.37,40.3,4.49,4.25,11,8,6,87,3,6,2020-21
1628964,Mo Bamba,ORL,46,725.0,1.79,0.59,1102,51,40,179,4.1,52.7,4.23,3.97,14,58,18,124,18,187,2020-21
1626149,Montrezl Harrell,LAL,69,1580.0,1.97,0.77,2376,205,270,447,3.9,110.4,3.96,3.84,46,49,48,34,48,498,2020-21
1628420,Monté Morris,DEN,47,1196.0,4.03,3.6,2113,32,0,35,4.14,87.4,4.54,3.74,34,13,143,122,123,20,2020-21
1629021,Moritz Wagner,ORL,45,722.0,1.56,0.51,1248,46,32,107,4.29,53.4,4.79,3.83,26,18,42,91,3,92,2020-21
1629650,Moses Brown,BOS,43,920.0,1.38,0.29,1107,52,10,326,4.24,67.1,4.55,3.93,31,47,17,4,0,306,2020-21
1628539,Mychal Mulder,GSW,60,766.0,1.47,0.82,704,6,0,26,4.43,60.1,4.76,4.13,12,12,31,225,27,19,2020-21
1626167,Myles Turner,IND,47,1455.0,1.4,0.51,1866,88,35,176,4.17,107.8,4.53,3.83,40,159,74,205,12,185,2020-21
1630230,Naji Marshall,NOP,32,700.0,2.25,1.67,1103,9,2,29,4.39,54.6,4.77,4.03,26,10,69,84,13,16,2020-21
1629642,Nassir Little,POR,48,640.0,2.15,1.19,702,12,3,37,4.32,47.6,4.58,4.04,5,13,47,66,33,27,2020-21
1630268,Nate Darling,CHA,7,26.0,1.19,0.47,30,0,0,0,4.19,2.0,4.36,4.0,0,1,0,6,0,0,2020-21
1630207,Nate Hinton,DAL,21,93.0,3.4,3.08,160,1,0,1,4.35,7.4,4.71,3.95,7,2,7,12,14,2,2020-21
1630233,Nathan Knight,ATL,33,279.0,1.89,0.86,370,15,13,55,4.18,20.9,4.42,3.93,9,10,24,18,0,48,2020-21
1629675,Naz Reid,MIN,70,1347.0,1.73,0.68,2441,157,118,245,4.19,100.3,4.52,3.87,34,76,134,185,4,269,2020-21
202357,Nemanja Bjelica,MIA,37,595.0,1.85,0.85,1106,13,35,48,4.16,42.3,4.47,3.86,15,5,54,71,12,48,2020-21
203457,Nerlens Noel,NYK,64,1547.0,1.6,0.42,1887,75,1,332,4.31,118.4,4.61,4.01,70,141,12,18,2,260,2020-21
1629651,Nic Claxton,BKN,32,594.0,1.76,0.52,857,73,15,152,4.24,44.9,4.49,4.01,23,40,15,3,0,152,2020-21
1630208,Nick Richards,CHA,18,63.0,1.55,0.41,64,6,3,9,4.41,5.0,4.56,4.24,0,0,0,0,0,10,2020-21
1629638,Nickeil Alexander-Walker,NOP,46,1007.0,3.73,3.08,1915,7,0,15,4.55,81.4,5.14,4.0,47,22,168,189,92,13,2020-21
1630185,Nico Mannion,GSW,30,364.0,4.61,4.34,844,5,0,6,4.5,28.4,4.81,4.2,16,1,34,36,38,0,2020-21
201587,Nicolas Batum,LAC,67,1835.0,1.6,0.66,2567,89,26,111,4.11,134.3,4.23,3.98,69,37,10,329,51,79,2020-21
1629740,Nicolo Melli,DAL,45,566.0,1.75,0.7,892,11,18,53,4.37,43.9,4.7,4.03,14,3,11,74,15,19,2020-21
203999,Nikola Jokić,DEN,72,2488.0,2.75,1.36,7269,631,667,513,3.88,169.7,4.17,3.58,95,48,246,440,148,510,2020-21
202696,Nikola Vučević,CHI,70,2348.0,1.77,0.7,5412,355,771,397,3.83,158.4,4.05,3.61,65,48,158,777,141,332,2020-21
203943,Noah Vonleh,BKN,4,11.0,3.36,2.48,29,2,3,1,4.02,0.8,4.77,3.19,0,0,0,0,0,0,2020-21
1626181,Norman Powell,POR,69,2206.0,2.71,2.25,2689,26,3,76,4.25,166.9,4.66,3.85,82,18,354,356,233,71,2020-21
203658,Norvel Pelle,NYK,13,83.0,1.57,0.34,90,3,0,18,4.01,6.0,4.28,3.87,1,9,0,0,0,15,2020-21
1628384,OG Anunoby,TOR,43,1433.0,2.25,1.35,1940,47,71,118,4.12,105.3,4.3,3.93,66,32,127,296,44,92,2020-21
1630167,Obi Toppin,NYK,62,683.0,1.62,0.61,1075,10,36,60,4.43,53.2,4.77,4.1,17,15,32,82,10,69,2020-21
1630168,Onyeka Okongwu,ATL,50,601.0,1.41,0.33,678,72,28,184,4.29,46.2,4.43,4.13,23,33,2,2,4,170,2020-21
1629052,Oshae Brissett,IND,21,519.0,1.55,0.64,791,14,4,55,4.35,40.1,4.82,3.94,19,20,24,93,6,49,2020-21
