PLAYER_ID,PLAYER_NAME,SEASON_LABEL,OFF_SPEED,DEF_SPEED,TIME_PER_TOUCH,DRIBBLES_PER_TOUCH,PTS_PER_TOUCH,DRIVE_PCT,CATCH_SHOOT_PCT,PULL_UP_PCT,PAINT_TOUCH_PCT,ARCHETYPE_ID,ARCHETYPE_CONFIDENCE
200826,J.J. Barea,2015-16,4.73,3.9,5.06,5.1,0.1870173745173745,0.424516129032258,0.2051612903225806,0.3470967741935484,0.0232258064516129,1,0.4346606476950195
201581,JJ Hickson,2015-16,4.36,3.86,1.72,0.51,0.1885143570536828,0.0794701986754966,0.1059602649006622,0.0662251655629139,0.7483443708609272,4,0.9629791115471027
200755,JJ Redick,2015-16,4.88,4.11,1.84,1.16,0.4027617951668584,0.1047619047619047,0.5980952380952381,0.2780952380952381,0.019047619047619,0,0.9850810337696893
2747,JR Smith,2015-16,4.22,3.92,2.27,1.46,0.3158819395643008,0.1279199110122358,0.6028921023359288,0.2424916573971079,0.0266963292547274,0,0.9233197003404134
203960,JaKarr Sampson,2015-16,4.68,4.17,2.22,1.46,0.1921331316187594,0.4330708661417323,0.1653543307086614,0.0866141732283464,0.3149606299212598,3,0.7498339827371889
203210,JaMychal Green,2015-16,4.46,4.06,1.53,0.47,0.185261424454508,0.0333333333333333,0.3222222222222222,0.0311111111111111,0.6133333333333333,4,0.9632641626638535
201580,JaVale McGee,2015-16,4.32,3.95,1.35,0.36,0.2971428571428571,0.0897435897435897,0.0769230769230769,0.0128205128205128,0.8205128205128205,2,0.7503130219975156
203953,Jabari Parker,2015-16,4.77,4.15,1.87,0.91,0.1858990616282018,0.2578444747612551,0.1841746248294679,0.1637107776261937,0.3942701227830832,5,0.6692899300303662
203109,Jae Crowder,2015-16,4.52,3.85,1.67,0.75,0.2162007986309184,0.154353562005277,0.4920844327176781,0.1596306068601583,0.1939313984168865,5,0.9049569540207232
1626143,Jahlil Okafor,2015-16,4.21,4.0,2.73,1.31,0.2257455643639109,0.2408026755852843,0.1153846153846153,0.1672240802675585,0.4765886287625418,5,0.9800016703715853
2037,Jamal Crawford,2015-16,4.21,3.72,3.58,3.09,0.3030209617755857,0.3041709053916582,0.254323499491353,0.4181078331637843,0.0233977619532044,7,0.5660277843285355
2749,Jameer Nelson,2015-16,4.45,3.58,5.2,5.34,0.1173254835996635,0.2831541218637993,0.2580645161290322,0.4480286738351254,0.010752688172043,1,0.5182283772757635
202341,James Anderson,2015-16,4.74,4.14,2.66,2.13,0.189922480620155,0.2993197278911564,0.4081632653061224,0.1224489795918367,0.1700680272108843,7,0.8162087706541302
203516,James Ennis III,2015-16,4.62,4.05,2.05,1.35,0.3298429319371728,0.1507936507936507,0.492063492063492,0.1746031746031746,0.1825396825396825,7,0.4677938896006585
201935,James Harden,2015-16,4.14,3.58,4.71,3.98,0.2584807190489997,0.3819405496354459,0.1996634885025238,0.3858665171060011,0.0325294447560291,6,0.8817778813499836
201949,James Johnson,2015-16,4.35,3.99,2.37,1.61,0.197750702905342,0.4597156398104265,0.2890995260663507,0.0521327014218009,0.1990521327014218,8,0.4461809239176723
201162,Jared Dudley,2015-16,4.89,3.86,1.41,0.48,0.1516688918558077,0.0598591549295774,0.7447183098591549,0.0757042253521126,0.1197183098591549,5,0.5136501633935678
203096,Jared Sullinger,2015-16,4.18,3.62,1.75,0.61,0.1893523600439078,0.1188405797101449,0.427536231884058,0.0521739130434782,0.4014492753623188,4,0.752856897709396
1626185,Jarell Martin,2015-16,4.63,4.11,1.9,0.55,0.2082616179001721,0.1570247933884297,0.1818181818181818,0.0661157024793388,0.5950413223140496,4,0.882721756644173
101127,Jarrett Jack,2015-16,4.52,3.86,4.95,4.71,0.1300500192381685,0.3284023668639053,0.1863905325443787,0.4733727810650887,0.0118343195266272,1,0.7110486489105489
201160,Jason Smith,2015-16,4.59,4.01,1.48,0.38,0.2326355851569933,0.0777096114519427,0.7116564417177914,0.065439672801636,0.1451942740286298,5,0.5850279886499523
1891,Jason Terry,2015-16,4.68,4.0,2.83,2.2,0.1977205153617443,0.175438596491228,0.6716791979949874,0.1428571428571428,0.0100250626566416,9,0.7877746662262388
201574,Jason Thompson,2015-16,4.53,4.07,1.52,0.43,0.1103448275862069,0.1354166666666666,0.28125,0.0625,0.5208333333333334,4,0.7872922212699406
201145,Jeff Green,2015-16,4.19,3.79,2.68,1.49,0.2161687170474516,0.3197831978319783,0.2994579945799458,0.1869918699186991,0.1937669376693767,8,0.611066230045733
201952,Jeff Teague,2015-16,4.43,3.61,4.81,4.88,0.1774853281166637,0.501002004008016,0.1743486973947896,0.2985971943887776,0.0260521042084168,1,0.8005927527457103
203481,Jeff Withey,2015-16,4.46,3.96,1.44,0.35,0.1347826086956521,0.0580645161290322,0.1161290322580645,0.0,0.8258064516129032,4,0.6214830564990876
203924,Jerami Grant,2015-16,4.71,4.15,1.85,0.85,0.1465880370682392,0.3946360153256705,0.2183908045977011,0.028735632183908,0.3582375478927203,3,0.7326292308820453
203087,Jeremy Lamb,2015-16,4.75,4.07,2.98,2.22,0.2949720670391061,0.2746212121212121,0.303030303030303,0.25,0.1723484848484848,7,0.8743637959121712
202391,Jeremy Lin,2015-16,4.67,3.94,4.37,4.17,0.2026359143327842,0.4498644986449864,0.2398373983739837,0.2479674796747967,0.062330623306233,1,0.4097833379285847
1626170,Jerian Grant,2015-16,4.63,4.07,4.24,4.2,0.1205023761031907,0.523943661971831,0.180281690140845,0.2422535211267605,0.0535211267605633,1,0.955647450767687
201573,Jerryd Bayless,2015-16,4.33,3.83,3.96,3.32,0.1952913932844461,0.2193675889328063,0.5612648221343873,0.1956521739130435,0.0237154150197628,9,0.9157824382124843
202710,Jimmy Butler III,2015-16,4.63,4.03,3.85,2.93,0.2397455582364553,0.3494967978042086,0.1701738334858188,0.2763037511436413,0.2040256175663312,7,0.6817215821975032
201149,Joakim Noah,2015-16,4.76,3.91,1.92,0.76,0.0696161353285621,0.1214953271028037,0.0560747663551401,0.0,0.822429906542056,4,0.8637611403706436
204060,Joe Ingles,2015-16,4.37,3.97,2.3,1.16,0.1482908040442946,0.1071428571428571,0.6948051948051948,0.1915584415584415,0.0064935064935064,0,0.5871164310183351
2207,Joe Johnson,2015-16,4.53,3.8,3.13,2.46,0.209035409035409,0.2523364485981308,0.3796728971962617,0.3119158878504673,0.0560747663551401,7,0.6704498016431113
203530,Joffrey Lauvergne,2015-16,4.45,3.91,1.73,0.53,0.210989010989011,0.0494791666666666,0.2734375,0.0260416666666666,0.6510416666666666,4,0.9957440321533904
203089,John Henson,2015-16,4.25,3.97,1.55,0.36,0.2607033639143731,0.064516129032258,0.0058651026392961,0.0234604105571847,0.906158357771261,2,0.9834495096485953
203098,John Jenkins,2015-16,4.73,4.17,2.93,2.24,0.2284820031298904,0.1986301369863013,0.363013698630137,0.363013698630137,0.0753424657534246,7,0.45407056953619657
202322,John Wall,2015-16,4.43,3.61,4.99,4.48,0.1495709570957095,0.2921447484554281,0.2030008826125331,0.4721977052074139,0.0326566637246248,1,0.8860794478108537
203948,Johnny O'Bryant III,2015-16,4.62,4.13,1.49,0.35,0.11796875,0.0463576158940397,0.4304635761589404,0.1059602649006622,0.4172185430463576,3,0.6106644443092633
202720,Jon Leuer,2015-16,4.83,4.07,1.67,0.54,0.2030859049207673,0.190965092402464,0.3819301848049281,0.0903490759753593,0.3367556468172484,3,0.8237319211025492
201973,Jonas Jerebko,2015-16,4.78,4.02,1.5,0.46,0.143491124260355,0.1512027491408934,0.4742268041237113,0.0446735395189003,0.3298969072164948,3,0.8195280689920188
202685,Jonas Valančiūnas,2015-16,4.19,3.92,1.76,0.37,0.2185939300806761,0.0386643233743409,0.1230228471001757,0.0105448154657293,0.827768014059754,2,0.9012824071163782
203613,Jonathon Simmons,2015-16,4.62,4.03,2.99,2.09,0.1954947707160096,0.4897119341563786,0.2098765432098765,0.1111111111111111,0.1893004115226337,7,0.5786322667365527
203903,Jordan Clarkson,2015-16,4.59,4.18,4.33,3.59,0.2458304774960018,0.345724907063197,0.2314126394052044,0.3178438661710037,0.1050185873605948,9,0.6216134468882907
201941,Jordan Hill,2015-16,4.17,3.9,1.99,0.4,0.1578947368421052,0.0311111111111111,0.3111111111111111,0.0666666666666666,0.5911111111111111,4,0.9985713986667366
101181,Jose Calderon,2015-16,4.67,3.82,4.03,3.72,0.1050386021942299,0.1199226305609284,0.4680851063829787,0.3829787234042553,0.0290135396518375,9,0.9917071533444812
201177,Josh McRoberts,2015-16,4.58,3.68,2.4,1.23,0.1027115858668857,0.328,0.464,0.016,0.192,5,0.6509554048507221
1626196,Josh Richardson,2015-16,4.53,4.15,4.15,3.72,0.1660336408030385,0.2549019607843137,0.5326797385620915,0.1503267973856209,0.0620915032679738,9,0.957711397813896
2746,Josh Smith,2015-16,4.01,3.64,2.06,0.88,0.1420289855072463,0.1673469387755102,0.5224489795918368,0.0612244897959183,0.2489795918367346,5,0.9691701360249383
201950,Jrue Holiday,2015-16,5.08,3.87,4.4,4.21,0.2326007326007326,0.4921259842519685,0.09251968503937,0.3809055118110236,0.0344488188976378,1,0.8418628598284312
203944,Julius Randle,2015-16,4.32,3.81,2.52,1.23,0.1377787591079708,0.3333333333333333,0.1282051282051282,0.1025641025641025,0.4358974358974359,5,0.7611922655789096
1626147,Justin Anderson,2015-16,4.82,4.0,2.16,1.07,0.1682847896440129,0.3012820512820512,0.4102564102564102,0.141025641025641,0.1474358974358974,7,0.6353890517662233
203200,Justin Holiday,2015-16,4.7,4.04,2.29,1.65,0.2160087719298245,0.1269035532994923,0.5380710659898477,0.2030456852791878,0.1319796954314721,0,0.6121441983114172
1626159,Justise Winslow,2015-16,4.4,4.06,2.2,1.2,0.1188433428662218,0.1631016042780748,0.3235294117647059,0.0828877005347593,0.4304812834224599,5,0.5936015188663855
203994,Jusuf Nurkić,2015-16,4.46,3.86,1.55,0.44,0.1513513513513513,0.0238095238095238,0.1071428571428571,0.0119047619047619,0.8571428571428571,2,0.9603280339121372
1626157,Karl-Anthony Towns,2015-16,4.28,3.83,1.85,0.49,0.2717564189956828,0.112876254180602,0.3327759197324414,0.0819397993311036,0.4724080267558528,4,0.9898835712370078
202695,Kawhi Leonard,2015-16,4.77,4.11,3.05,2.27,0.3288983501862693,0.255663430420712,0.3050161812297735,0.3333333333333333,0.1059870550161812,7,0.536277485947766
203482,Kelly Olynyk,2015-16,4.81,3.81,1.65,0.62,0.2053667262969588,0.1968641114982578,0.4268292682926829,0.0958188153310104,0.2804878048780488,3,0.71566260587161
1626162,Kelly Oubre Jr.,2015-16,4.74,4.1,2.21,1.49,0.229712858926342,0.25,0.391304347826087,0.0271739130434782,0.3315217391304347,3,0.8357634784347205
202689,Kemba Walker,2015-16,4.65,3.72,5.49,5.51,0.1888950892857142,0.328655834564254,0.2296898079763663,0.3995568685376662,0.0420974889217134,1,0.4967922496783575
203088,Kendall Marshall,2015-16,4.74,3.84,4.04,3.58,0.1174533479692645,0.308411214953271,0.514018691588785,0.1588785046728972,0.0186915887850467,9,0.9654291541245884
2570,Kendrick Perkins,2015-16,4.24,3.64,1.72,0.43,0.0766467065868263,0.0,0.0625,0.0625,0.875,4,0.9917864756820087
202702,Kenneth Faried,2015-16,4.39,3.92,1.66,0.64,0.2281410727406319,0.0579710144927536,0.0499194847020934,0.0225442834138486,0.8695652173913043,2,0.9051740272972866
203145,Kent Bazemore,2015-16,4.73,4.22,2.26,1.47,0.1929530201342282,0.2768115942028985,0.4144927536231884,0.1405797101449275,0.1681159420289855,7,0.5631024826127567
203484,Kentavious Caldwell-Pope,2015-16,4.43,3.96,2.43,1.83,0.3051420838971583,0.2405764966740576,0.3292682926829268,0.3093126385809313,0.1208425720620842,7,0.8726252501390279
201142,Kevin Durant,2015-16,4.19,3.47,3.36,2.5,0.3404994571118349,0.2213010204081632,0.2901785714285714,0.3934948979591837,0.0950255102040816,6,0.6729853757218517
708,Kevin Garnett,2015-16,4.71,3.77,1.43,0.22,0.0953630796150481,0.018348623853211,0.5137614678899083,0.1834862385321101,0.2844036697247706,5,0.9634690841830638
201567,Kevin Love,2015-16,4.15,3.86,1.76,0.47,0.1904463913224864,0.0887185104052574,0.5684556407447974,0.0996714129244249,0.2431544359255202,5,0.805125143325783
2755,Kevin Martin,2015-16,4.29,3.96,2.44,1.36,0.2524544179523141,0.2611111111111111,0.4527777777777778,0.2333333333333333,0.0527777777777777,0,0.5600095459091201
202338,Kevin Seraphin,2015-16,4.61,3.96,1.87,0.42,0.1378326996197718,0.0137931034482758,0.3310344827586207,0.1241379310344827,0.5310344827586206,4,0.962709195406301
203114,Khris Middleton,2015-16,4.42,3.87,2.99,2.16,0.2447136563876652,0.2043204320432043,0.3951395139513951,0.3546354635463546,0.0459045904590459,7,0.7741254017138647
2550,Kirk Hinrich,2015-16,4.87,4.16,4.26,4.13,0.0993788819875776,0.1785714285714285,0.3928571428571428,0.4285714285714285,0.0,9,0.99201748760105
202691,Klay Thompson,2015-16,4.9,3.85,2.17,1.52,0.4260402684563758,0.1562696912413358,0.5368620037807184,0.1940768746061751,0.1127914303717706,0,0.9629108129776895
977,Kobe Bryant,2015-16,4.2,3.83,3.61,2.32,0.3196829590488771,0.1880165289256198,0.3305785123966942,0.4183884297520661,0.0630165289256198,7,0.9098420604036616
201585,Kosta Koufos,2015-16,4.65,4.01,1.33,0.43,0.2164219684611201,0.0150753768844221,0.0603015075376884,0.0100502512562814,0.914572864321608,2,0.9904175947776299
203123,Kostas Papanikolaou,2015-16,4.85,4.05,2.38,1.43,0.1312649164677804,0.1454545454545454,0.5636363636363636,0.0909090909090909,0.2,5,0.5953123629387322
2743,Kris Humphries,2015-16,4.8,3.92,1.42,0.41,0.1682301438398999,0.0817843866171003,0.5687732342007435,0.1003717472118959,0.2490706319702602,3,0.5673830038830046
204001,Kristaps Porziņģis,2015-16,4.35,3.86,1.59,0.41,0.2073643410852713,0.0981308411214953,0.4813084112149532,0.1179906542056074,0.3025700934579439,4,0.5180800759529752
203937,Kyle Anderson,2015-16,4.65,3.92,2.65,1.67,0.1412376003778932,0.354515050167224,0.1672240802675585,0.3812709030100334,0.0969899665551839,8,0.49856997666204617
2594,Kyle Korver,2015-16,4.75,4.0,1.46,0.64,0.265774378585086,0.0273381294964028,0.6748201438848921,0.2489208633093525,0.0489208633093525,0,0.9199846970432738
200768,Kyle Lowry,2015-16,4.31,3.7,4.49,4.08,0.1822631730492369,0.3293838862559242,0.3127962085308057,0.3270142180094786,0.0308056872037914,9,0.5825596063283657
203124,Kyle O'Quinn,2015-16,4.25,3.74,1.87,0.32,0.1507002801120448,0.0334572490706319,0.3866171003717472,0.1003717472118959,0.4795539033457249,4,0.9841273854737617
202713,Kyle Singler,2015-16,4.79,4.21,1.61,0.75,0.2067833698030634,0.1111111111111111,0.5925925925925926,0.0529100529100529,0.2433862433862433,3,0.7952169088936332
202681,Kyrie Irving,2015-16,4.37,3.78,4.99,4.84,0.2270297785696106,0.3957399103139013,0.1704035874439461,0.405829596412556,0.0280269058295964,6,0.5637196174933317
200746,LaMarcus Aldridge,2015-16,4.25,3.9,1.79,0.58,0.2612699951526903,0.0565862708719851,0.300556586270872,0.1465677179962894,0.4962894248608534,4,0.9058270272737023
203934,Lamar Patterson,2015-16,4.76,4.2,2.26,1.53,0.1186736474694589,0.2352941176470588,0.5441176470588235,0.0441176470588235,0.1764705882352941,7,0.35118619229601994
202362,Lance Stephenson,2015-16,4.19,3.82,3.77,3.21,0.2410760475944128,0.4206008583690987,0.1287553648068669,0.3090128755364807,0.1416309012875536,7,0.7932997071764905
202498,Lance Thomas,2015-16,4.63,4.13,2.04,0.66,0.2141361256544502,0.2298288508557457,0.4107579462102689,0.1858190709046454,0.1735941320293398,5,0.5960459362864468
204038,Langston Galloway,2015-16,4.66,4.07,3.17,2.75,0.1213720316622691,0.1913043478260869,0.5173913043478261,0.2195652173913043,0.0717391304347826,9,0.8118462579923102
1626204,Larry Nance Jr.,2015-16,4.8,4.19,1.6,0.39,0.1286989196806012,0.1021897810218978,0.2591240875912409,0.0583941605839416,0.5802919708029197,4,0.7347788810788863
202730,Lavoy Allen,2015-16,4.38,3.88,1.51,0.28,0.1286976565501344,0.0059701492537313,0.2686567164179104,0.017910447761194,0.7074626865671642,4,0.9975517695102413
2544,LeBron James,2015-16,4.07,3.72,4.11,3.06,0.2206303724928366,0.3773873185637891,0.1306340718105424,0.2643239113827349,0.2276546982429335,8,0.7386800022919787
2571,Leandro Barbosa,2015-16,4.88,3.88,2.32,1.8,0.1840452261306532,0.273037542662116,0.4436860068259385,0.167235494880546,0.1160409556313993,7,0.8378891267295512
101150,Lou Williams,2015-16,4.19,3.64,3.69,2.98,0.2557562876372653,0.2936288088642659,0.2617728531855955,0.4141274238227146,0.0304709141274238,6,0.6032626777590036
201601,Luc Mbah a Moute,2015-16,4.44,4.08,1.51,0.56,0.1375332741792369,0.1161290322580645,0.3677419354838709,0.0258064516129032,0.4903225806451612,4,0.4998798130116144
2449,Luis Scola,2015-16,4.5,4.15,1.65,0.61,0.1599210266535044,0.1316872427983539,0.5123456790123457,0.0432098765432098,0.3127572016460905,3,0.8842555587957818
202337,Luke Babbitt,2015-16,5.0,4.01,2.12,1.06,0.2479674796747967,0.380327868852459,0.4524590163934426,0.0983606557377049,0.0688524590163934,7,0.8638356091688436
2736,Luol Deng,2015-16,4.6,4.0,1.77,0.77,0.1769288766021613,0.171875,0.4375,0.0880681818181818,0.3025568181818182,3,0.5871141602796811
1938,Manu Ginobili,2015-16,4.52,3.87,2.98,2.15,0.2044756472136902,0.315450643776824,0.4034334763948498,0.2145922746781116,0.0665236051502145,7,0.672214530811381
201188,Marc Gasol,2015-16,3.76,3.51,1.99,0.61,0.1657738934310685,0.0663265306122449,0.4795918367346938,0.1122448979591836,0.3418367346938775,5,0.6713932887851637
1626273,Marcelo Huertas,2015-16,4.83,4.08,4.75,4.47,0.1272633212622866,0.4065040650406504,0.1422764227642276,0.3780487804878049,0.073170731707317,1,0.9447260609892943
101162,Marcin Gortat,2015-16,4.6,3.89,1.39,0.31,0.2538528642047106,0.0194730813287514,0.1305841924398625,0.0274914089347079,0.8224513172966781,2,0.9606289059178134
201158,Marco Belinelli,2015-16,4.86,3.82,2.14,1.47,0.2555808656036446,0.0445632798573975,0.6720142602495544,0.2049910873440285,0.0784313725490196,0,0.9762936579731004
202694,Marcus Morris Sr.,2015-16,4.45,3.85,2.28,1.05,0.2226406213226641,0.1966173361522198,0.3509513742071881,0.3530655391120507,0.0993657505285412,7,0.7300674347232846
203935,Marcus Smart,2015-16,4.5,3.9,3.18,2.62,0.1611972592859718,0.2460850111856823,0.2796420581655481,0.2460850111856823,0.2281879194630872,8,0.7156872570398267
201977,Marcus Thornton,2015-16,4.46,3.94,2.65,2.08,0.3090128755364807,0.1765873015873016,0.4503968253968254,0.2619047619047619,0.1111111111111111,7,0.6050254299190619
201596,Mario Chalmers,2015-16,4.51,3.65,5.3,5.18,0.1433734939759036,0.5105042016806722,0.2121848739495798,0.2121848739495798,0.065126050420168,1,0.8901190653249532
1626209,Mario Hezonja,2015-16,4.99,4.18,2.58,1.7,0.2113863995782815,0.169576059850374,0.4763092269326683,0.2493765586034912,0.1047381546134663,0,0.677064643196144
203900,Markel Brown,2015-16,4.52,4.06,2.72,2.16,0.1974965229485396,0.2147887323943662,0.4014084507042254,0.2183098591549295,0.1654929577464788,7,0.6641054351978427
202693,Markieff Morris,2015-16,4.17,3.6,1.7,0.61,0.200860357379219,0.1400329489291598,0.3871499176276771,0.2207578253706754,0.2520593080724876,5,0.9077762510384455
201578,Marreese Speights,2015-16,4.11,3.67,1.45,0.35,0.2433392539964476,0.0681265206812652,0.5304136253041363,0.097323600973236,0.3041362530413625,4,0.8121538867588171
101107,Marvin Williams,2015-16,4.63,3.83,1.26,0.36,0.1741217543094043,0.1215538847117794,0.6441102756892231,0.0576441102756892,0.1766917293233082,5,0.6254368667356347
203486,Mason Plumlee,2015-16,4.51,3.94,2.02,0.88,0.1288343558282208,0.1292517006802721,0.0453514739229024,0.0634920634920634,0.7619047619047619,4,0.9973396303716923
2440,Matt Barnes,2015-16,4.67,3.91,1.85,0.68,0.1539657853810264,0.0892255892255892,0.569023569023569,0.1026936026936027,0.239057239057239,5,0.8321931300452798
203521,Matthew Dellavedova,2015-16,4.6,3.9,4.46,4.23,0.1371047430830039,0.2504504504504504,0.4342342342342342,0.2864864864864865,0.0288288288288288,9,0.9825315336545519
203090,Maurice Harkless,2015-16,4.69,4.16,1.88,0.77,0.2067851373182552,0.2239583333333333,0.2916666666666667,0.0494791666666666,0.4348958333333333,3,0.9444715749275697
1897,Metta World Peace,2015-16,4.28,3.9,2.28,1.09,0.2059238363892807,0.2260273972602739,0.4794520547945205,0.2191780821917808,0.0753424657534246,0,0.6451028110085584
203086,Meyers Leonard,2015-16,4.16,3.62,1.58,0.44,0.2042553191489361,0.0479166666666666,0.7125,0.0958333333333333,0.14375,5,0.8708254293426372
201563,Michael Beasley,2015-16,4.72,3.99,2.21,1.09,0.3094170403587444,0.3768115942028985,0.0821256038647343,0.2995169082125604,0.2415458937198067,8,0.6648488718593063
203487,Michael Carter-Williams,2015-16,4.86,4.07,5.0,4.37,0.1341589267285861,0.5192307692307693,0.0961538461538461,0.2057692307692307,0.1788461538461538,1,0.6543269923502383
201144,Mike Conley,2015-16,4.6,3.98,5.25,5.09,0.1698239358145754,0.4081364829396325,0.2086614173228346,0.3293963254593176,0.0538057742782152,1,0.5556101862365427
2399,Mike Dunleavy,2015-16,4.9,4.03,1.82,0.76,0.1985058697972251,0.1075268817204301,0.5913978494623656,0.1021505376344086,0.1989247311827957,5,0.5958851245847908
203118,Mike Scott,2015-16,4.84,4.05,1.47,0.54,0.2018753447324875,0.0655737704918032,0.5765027322404371,0.0519125683060109,0.3060109289617486,3,0.8443247208017787
203101,Miles Plumlee,2015-16,4.59,4.19,1.63,0.37,0.2343347639484978,0.0219780219780219,0.0293040293040293,0.0073260073260073,0.9413919413919414,2,0.9842403367930628
203141,Mirza Teletovic,2015-16,4.67,3.74,1.6,0.59,0.2426556991774383,0.1004842615012106,0.6658595641646489,0.0883777239709443,0.1452784503631961,5,0.6043506704978031
2590,Mo Williams,2015-16,4.39,3.92,5.23,5.36,0.1782006920415225,0.1326860841423948,0.3268608414239482,0.5145631067961165,0.0258899676375404,9,0.6856859820204814
101145,Monta Ellis,2015-16,4.4,3.79,4.03,3.18,0.1683778234086242,0.3082039911308204,0.229490022172949,0.3991130820399113,0.0631929046563192,1,0.606582510186827
1626167,Myles Turner,2015-16,4.62,3.97,1.49,0.3,0.2574397732640529,0.0348623853211009,0.3614678899082569,0.1027522935779816,0.5009174311926605,4,0.9858143085842724
202357,Nemanja Bjelica,2015-16,4.7,3.87,1.81,0.67,0.1223760607414024,0.1423357664233576,0.4708029197080292,0.0693430656934306,0.3175182481751825,5,0.6359514975026773
2403,Nene,2015-16,4.24,3.82,1.89,0.49,0.1948549534756431,0.1404494382022472,0.2247191011235955,0.0561797752808988,0.5786516853932584,4,0.9911994388344334
203457,Nerlens Noel,2015-16,4.43,3.95,1.72,0.68,0.1618714708254907,0.0913621262458471,0.0847176079734219,0.0431893687707641,0.7807308970099668,4,0.8462053421935063
2555,Nick Collison,2015-16,4.5,3.9,1.49,0.5,0.108167770419426,0.1224489795918367,0.2040816326530612,0.0408163265306122,0.6326530612244898,4,0.982188425530736
201156,Nick Young,2015-16,4.13,3.68,2.44,1.42,0.3078260869565217,0.0847457627118644,0.4548022598870056,0.4350282485875706,0.0254237288135593,7,0.8512900366621635
201587,Nicolas Batum,2015-16,4.73,3.98,2.74,1.94,0.1905381944444444,0.1469248291571754,0.4248291571753986,0.3485193621867881,0.0797266514806378,7,0.5504473275741254
203917,Nik Stauskas,2015-16,4.76,4.19,2.21,1.7,0.1961000735835173,0.2776735459662289,0.50093808630394,0.1707317073170731,0.0506566604127579,7,0.4709723085516363
203999,Nikola Jokić,2015-16,4.57,3.8,1.9,0.6,0.1697620429483459,0.0307692307692307,0.2376068376068376,0.0598290598290598,0.6717948717948717,4,0.995608428671004
202703,Nikola Mirotic,2015-16,4.5,3.89,1.78,0.63,0.2132890365448504,0.087227414330218,0.6479750778816199,0.0700934579439252,0.1947040498442367,5,0.7238720937253599
202696,Nikola Vučević,2015-16,4.21,3.8,1.85,0.64,0.2492121848739495,0.1296101159114857,0.3730242360379346,0.0969441517386722,0.4004214963119072,4,0.8694916341258655
203943,Noah Vonleh,2015-16,4.66,4.03,1.44,0.5,0.1289398280802292,0.1777777777777777,0.3155555555555555,0.0266666666666666,0.48,3,0.6697093633246108
1626181,Norman Powell,2015-16,4.66,4.18,2.41,1.98,0.2393442622950819,0.2968036529680365,0.45662100456621,0.2100456621004566,0.0365296803652968,7,0.4767098614828252
202708,Norris Cole,2015-16,4.98,3.79,4.21,3.9,0.1699142634450506,0.3188073394495412,0.2133027522935779,0.4541284403669725,0.0137614678899082,1,0.7056995960524161
201564,O.J. Mayo,2015-16,4.24,3.9,2.77,2.07,0.1621776504297994,0.1307420494699646,0.5795053003533569,0.2614840989399293,0.0282685512367491,9,0.5885965984105034
201600,Omer Asik,2015-16,4.35,3.73,1.29,0.26,0.12,0.0219298245614035,0.0087719298245614,0.0,0.9692982456140352,2,0.9969519200361471
201956,Omri Casspi,2015-16,4.79,3.86,1.56,0.73,0.2004950495049505,0.2530864197530864,0.4243827160493827,0.1064814814814814,0.2160493827160493,3,0.7563463684782182
203490,Otto Porter Jr.,2015-16,4.89,4.12,1.84,0.94,0.2599071760085684,0.0714285714285714,0.554945054945055,0.1373626373626373,0.2362637362637362,5,0.9053354537272787
200782,P.J. Tucker,2015-16,4.2,3.93,1.96,0.93,0.1469139379889887,0.1676528599605522,0.4240631163708087,0.0650887573964497,0.3431952662721893,5,0.6821750100608616
203798,PJ Hairston,2015-16,4.52,4.0,1.85,0.92,0.2462574850299401,0.1975683890577507,0.6261398176291794,0.1033434650455927,0.0729483282674772,0,0.5683427584560222
203143,Pablo Prigioni,2015-16,4.77,4.46,4.55,4.48,0.0707236842105263,0.2248062015503876,0.3643410852713178,0.3953488372093023,0.0155038759689922,9,0.9821937323081003
201976,Patrick Beverley,2015-16,4.96,4.15,3.62,3.13,0.1592452830188679,0.2575039494470774,0.4881516587677725,0.1943127962085308,0.0600315955766192,9,0.9020877828847162
202335,Patrick Patterson,2015-16,4.16,3.78,1.35,0.42,0.1619591346153846,0.1910946196660482,0.5899814471243042,0.0946196660482374,0.12430426716141,5,0.910677659498339
201988,Patty Mills,2015-16,5.31,4.22,3.82,4.14,0.161892247043364,0.0746753246753246,0.5081168831168831,0.3376623376623376,0.0795454545454545,9,0.8994913202741676
2200,Pau Gasol,2015-16,4.19,3.62,1.72,0.51,0.1735703812316715,0.1393875395987328,0.4857444561774023,0.0675818373812038,0.307286166842661,5,0.7355951352470282
202331,Paul George,2015-16,4.62,3.93,3.08,2.26,0.2937488124643739,0.2199223803363518,0.3247089262613195,0.353169469598965,0.1021992238033635,7,0.7095716452323215
200794,Paul Millsap,2015-16,4.53,3.88,2.05,1.09,0.1918066830281291,0.2352362204724409,0.2982283464566929,0.1013779527559055,0.3651574803149606,5,0.6154126337887134
1718,Paul Pierce,2015-16,3.93,3.54,1.95,0.78,0.2202347680268306,0.1548223350253807,0.5913705583756346,0.2385786802030456,0.015228426395939,0,0.465119387392325
203515,Phil Pressey,2015-16,5.2,4.35,4.98,5.37,0.0699001426533523,0.5918367346938775,0.1224489795918367,0.2857142857142857,0.0,1,0.9528733857625595
203112,Quincy Acy,2015-16,4.55,4.09,1.25,0.29,0.2114695340501792,0.0677966101694915,0.3516949152542373,0.0508474576271186,0.5296610169491526,4,0.9007144231681041
