PLAYER_ID,PLAYER_NAME,SEASON_LABEL,GP,MIN,PTS,REB,AST,STL,BLK,TOV,PF,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,FG_PCT,FG3_PCT,FT_PCT,3P_RATE,FT_RATE,TS_PCT,AST_TOV
708,Kevin Garnett,2011-12,60,31.183333333333334,15.783333333333333,8.233333333333333,2.9166666666666665,0.9333333333333333,1.0166666666666666,1.7833333333333334,2.35,391,777,3,9,162,189,66,428,0.5032175032175032,0.3333333333333333,0.8571428571428571,0.011583011583011582,0.24324324324324326,0.009174649677579366,1.6355140186915886
708,Kevin Garnett,2012-13,68,29.764705882352942,14.764705882352942,7.794117647058823,2.338235294117647,1.1470588235294117,0.9117647058823529,1.6176470588235294,2.264705882352941,422,850,2,16,158,201,75,455,0.4964705882352941,0.125,0.7860696517412935,0.018823529411764704,0.23647058823529413,0.0078666222040583,1.4454545454545455
708,Kevin Garnett,2013-14,54,20.574074074074073,6.518518518518518,6.62962962962963,1.5185185185185186,0.7962962962962963,0.7407407407407407,1.2777777777777777,2.2777777777777777,157,356,0,3,38,47,60,298,0.4410112359550562,0.0,0.8085106382978723,0.008426966292134831,0.13202247191011235,0.008652594401771421,1.1884057971014494
708,Kevin Garnett,2014-15,47,20.170212765957448,6.872340425531915,6.617021276595745,1.6382978723404256,0.9787234042553191,0.3617021276595745,0.9787234042553191,2.3191489361702127,143,306,1,7,36,45,48,263,0.4673202614379085,0.14285714285714285,0.8,0.02287581699346405,0.14705882352941177,0.010546869897992502,1.673913043478261
708,Kevin Garnett,2015-16,38,14.68421052631579,3.210526315789474,3.9473684210526314,1.631578947368421,0.7368421052631579,0.2631578947368421,0.42105263157894735,1.8421052631578947,54,115,0,1,14,21,15,135,0.46956521739130436,0.0,0.6666666666666666,0.008695652173913044,0.1826086956521739,0.012920662893550684,3.875
711,Jerry Stackhouse,2011-12,30,9.033333333333333,3.6,0.7666666666666667,0.4666666666666667,0.3333333333333333,0.1,0.43333333333333335,0.4,37,100,13,38,21,23,6,17,0.37,0.34210526315789475,0.9130434782608695,0.38,0.23,0.01634580457682528,1.0769230769230769
711,Jerry Stackhouse,2012-13,37,14.675675675675675,4.918918918918919,0.8918918918918919,0.9459459459459459,0.1891891891891892,0.10810810810810811,0.6486486486486487,0.8378378378378378,66,172,30,89,20,23,5,28,0.38372093023255816,0.33707865168539325,0.8695652173913043,0.5174418604651163,0.13372093023255813,0.013504609375463758,1.4583333333333333
739,Rasheed Wallace,2012-13,21,14.095238095238095,6.9523809523809526,3.9523809523809526,0.2857142857142857,0.6190476190476191,0.7142857142857143,0.47619047619047616,1.9047619047619047,55,142,22,69,14,20,11,72,0.3873239436619718,0.3188405797101449,0.7,0.4859154929577465,0.14084507042253522,0.023051660982695465,0.6
948,Marcus Camby,2010-11,59,26.11864406779661,4.694915254237288,10.271186440677965,2.0508474576271185,0.6779661016949152,1.5593220338983051,1.0508474576271187,2.3728813559322033,117,294,0,1,43,70,182,424,0.3979591836734694,0.0,0.6142857142857143,0.003401360544217687,0.23809523809523808,0.007227394172163313,1.9516129032258063
948,Marcus Camby,2011-12,59,23.0,4.864406779661017,8.983050847457626,1.8135593220338984,0.847457627118644,1.4406779661016949,0.9661016949152542,2.135593220338983,128,287,2,5,29,64,157,373,0.445993031358885,0.4,0.453125,0.017421602787456445,0.2229965156794425,0.007717360673405599,1.8771929824561404
948,Marcus Camby,2012-13,24,10.458333333333334,1.75,3.3333333333333335,0.5833333333333334,0.2916666666666667,0.5833333333333334,0.625,1.1666666666666667,17,53,0,0,8,19,24,56,0.32075471698113206,0.0,0.42105263157894735,0.0,0.3584905660377358,0.014260104302477185,0.9333333333333333
951,Ray Allen,2010-11,80,36.1125,16.5125,3.425,2.7375,0.9625,0.2,1.4625,1.8375,480,978,168,378,193,219,51,223,0.49079754601226994,0.4444444444444444,0.8812785388127854,0.38650306748466257,0.22392638036809817,0.007684807699467591,1.8717948717948718
951,Ray Allen,2011-12,46,34.08695652173913,14.23913043478261,3.0869565217391304,2.369565217391304,1.065217391304348,0.17391304347826086,1.4782608695652173,1.8043478260869565,226,493,106,234,97,106,14,128,0.45841784989858014,0.452991452991453,0.9150943396226415,0.4746450304259635,0.2150101419878296,0.013193175482527806,1.6029411764705883
951,Ray Allen,2012-13,79,25.734177215189874,10.924050632911392,2.7468354430379747,1.7088607594936709,0.8481012658227848,0.189873417721519,1.3037974683544304,1.6329113924050633,292,651,139,332,140,158,40,177,0.4485407066052227,0.4186746987951807,0.8860759493670886,0.5099846390168971,0.24270353302611367,0.007580671343551458,1.3106796116504853
951,Ray Allen,2013-14,73,26.534246575342465,9.602739726027398,2.808219178082192,1.9589041095890412,0.7397260273972602,0.1095890410958904,1.1506849315068493,1.5753424657534247,240,543,116,309,105,116,23,182,0.4419889502762431,0.37540453074433655,0.9051724137931034,0.569060773480663,0.2136279926335175,0.008082569966691973,1.7023809523809526
956,Erick Dampier,2010-11,51,16.03921568627451,2.5098039215686274,3.4705882352941178,0.43137254901960786,0.27450980392156865,0.9215686274509803,0.6274509803921569,1.607843137254902,52,89,0,1,24,44,53,124,0.5842696629213483,0.0,0.5454545454545454,0.011235955056179775,0.4943820224719101,0.011580859734074508,0.6875
956,Erick Dampier,2011-12,15,5.466666666666667,0.13333333333333333,1.6666666666666667,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.2,0.6,1,8,0,0,0,0,10,15,0.125,0.0,0.0,0.0,0.0,0.008333333333333333,1.3333333333333333
959,Steve Nash,2010-11,75,33.29333333333334,14.746666666666666,3.466666666666667,11.4,0.64,0.05333333333333334,3.533333333333333,1.16,399,811,81,205,227,249,40,220,0.4919852034525277,0.3951219512195122,0.9116465863453815,0.2527743526510481,0.3070283600493218,0.008009617334376176,3.226415094339623
959,Steve Nash,2011-12,62,31.596774193548388,12.451612903225806,3.0,10.709677419354838,0.6129032258064516,0.12903225806451613,3.693548387096774,0.8548387096774194,295,555,55,141,127,142,26,160,0.5315315315315315,0.3900709219858156,0.8943661971830986,0.25405405405405407,0.25585585585585585,0.010082604216513738,2.8995633187772927
959,Steve Nash,2012-13,50,32.6,12.72,2.84,6.66,0.6,0.1,2.52,1.4,236,475,57,130,107,116,26,116,0.4968421052631579,0.43846153846153846,0.9224137931034483,0.2736842105263158,0.24421052631578946,0.012090335335715916,2.642857142857143
959,Steve Nash,2013-14,15,20.866666666666667,6.8,1.9333333333333333,5.733333333333333,0.4666666666666667,0.13333333333333333,2.066666666666667,1.2,36,94,8,24,22,24,4,25,0.3829787234042553,0.3333333333333333,0.9166666666666666,0.2553191489361702,0.2553191489361702,0.032517214996174444,2.7741935483870965
965,Derek Fisher,2010-11,82,27.98780487804878,6.804878048780488,1.853658536585366,2.731707317073171,1.2073170731707317,0.0975609756097561,0.8536585365853658,2.341463414634146,206,529,63,159,83,103,14,138,0.389413988657845,0.39622641509433965,0.8058252427184466,0.3005671077504726,0.1947069943289225,0.005924291378308684,3.2
